"icd10_code","icd10_name","icd10am_code","icd10am_name","file_seq","icd10_seq","icd10_max"
"A60.9","Anogenital herpesviral infection, unspecified","A60.9","Anogenital herpesviral infection, unspecified",292,1,1
"A63.0","Anogenital (venereal) warts","A63.00","Anogenital (venereal) warts, unspecified site",293,1,9
"A63.0","Anogenital (venereal) warts","A63.01","Perianal (venereal) warts",294,2,9
"A63.0","Anogenital (venereal) warts","A63.02","Cervical (venereal) warts",295,3,9
"A63.0","Anogenital (venereal) warts","A63.03","Urethral (venereal) warts",296,4,9
"A63.0","Anogenital (venereal) warts","A63.04","Vaginal (venereal) warts",297,5,9
"A63.0","Anogenital (venereal) warts","A63.05","Vulval (venereal) warts",298,6,9
"A63.0","Anogenital (venereal) warts","A63.06","Penile (venereal) warts",299,7,9
"A63.0","Anogenital (venereal) warts","A63.07","Scrotal (venereal) warts",300,8,9
"A63.0","Anogenital (venereal) warts","A63.09","Anogenital (venereal) warts, other site",301,9,9
"A63.8","Other specified predominantly sexually transmitted diseases","A63.8","Other specified predominantly sexually transmitted diseases",302,1,1
"A64","Unspecified sexually transmitted disease","A64","Unspecified sexually transmitted disease",303,1,1
"A65","Nonvenereal syphilis","A65","Nonvenereal syphilis",304,1,1
"A66.0","Initial lesions of yaws","A66.0","Initial lesions of yaws",305,1,1
"A66.1","Multiple papillomata and wet crab yaws","A66.1","Multiple papillomata and wet crab yaws",306,1,1
"A66.2","Other early skin lesions of yaws","A66.2","Other early skin lesions of yaws",307,1,1
"A66.3","Hyperkeratosis of yaws","A66.3","Hyperkeratosis of yaws",308,1,1
"A66.4","Gummata and ulcers of yaws","A66.4","Gummata and ulcers of yaws",309,1,1
"A66.5","Gangosa","A66.5","Gangosa",310,1,1
"A66.6","Bone and joint lesions of yaws","A66.6","Bone and joint lesions of yaws",311,1,1
"A66.7","Other manifestations of yaws","A66.7","Other manifestations of yaws",312,1,1
"A66.8","Latent yaws","A66.8","Latent yaws",313,1,1
"A66.9","Yaws, unspecified","A66.9","Yaws, unspecified",314,1,1
"A67.0","Primary lesions of pinta","A67.0","Primary lesions of pinta",315,1,1
"A67.1","Intermediate lesions of pinta","A67.1","Intermediate lesions of pinta",316,1,1
"A67.2","Late lesions of pinta","A67.2","Late lesions of pinta",317,1,1
"A67.3","Mixed lesions of pinta","A67.3","Mixed lesions of pinta",318,1,1
"A67.9","Pinta, unspecified","A67.9","Pinta, unspecified",319,1,1
"A68.0","Louse-borne relapsing fever","A68.0","Louse-borne relapsing fever",320,1,1
"A68.1","Tick-borne relapsing fever","A68.1","Tick-borne relapsing fever",321,1,1
"A68.9","Relapsing fever, unspecified","A68.9","Relapsing fever, unspecified",322,1,1
"A69.0","Necrotizing ulcerative stomatitis","A69.0","Necrotising ulcerative stomatitis",323,1,1
"A69.1","Other Vincent infections","A69.1","Other Vincent's infections",324,1,1
"A69.2","Lyme disease","A69.2","Lyme disease",325,1,1
"A69.8","Other specified spirochaetal infections","A69.8","Other specified spirochaetal infections",326,1,1
"A69.9","Spirochaetal infection, unspecified","A69.9","Spirochaetal infection, unspecified",327,1,1
"A70","Chlamydia psittaci infection","A70","Chlamydia psittaci infection",328,1,1
"A71.0","Initial stage of trachoma","A71.0","Initial stage of trachoma",329,1,1
"A71.1","Active stage of trachoma","A71.1","Active stage of trachoma",330,1,1
"A71.9","Trachoma, unspecified","A71.9","Trachoma, unspecified",331,1,1
"A74.0","Chlamydial conjunctivitis","A74.0","Chlamydial conjunctivitis",332,1,1
"A74.8","Other chlamydial diseases","A74.8","Other chlamydial diseases",333,1,1
"A74.9","Chlamydial infection, unspecified","A74.9","Chlamydial infection, unspecified",334,1,1
"A75.0","Epidemic louse-borne typhus fever due to Rickettsia prowazekii","A75.0","Epidemic louse-borne typhus fever due to Rickettsia prowazekii",335,1,1
"A75.1","Recrudescent typhus [Brill disease]","A75.1","Recrudescent typhus [Brill's disease]",336,1,1
"A75.2","Typhus fever due to Rickettsia typhi","A75.2","Typhus fever due to Rickettsia typhi",337,1,1
"A75.3","Typhus fever due to Rickettsia tsutsugamushi","A75.3","Typhus fever due to Rickettsia tsutsugamushi",338,1,1
"A75.9","Typhus fever, unspecified","A75.9","Typhus fever, unspecified",339,1,1
"A77.0","Spotted fever due to Rickettsia rickettsii","A77.0","Spotted fever due to Rickettsia rickettsii",340,1,1
"A77.1","Spotted fever due to Rickettsia conorii","A77.1","Spotted fever due to Rickettsia conorii",341,1,1
"A77.2","Spotted fever due to Rickettsia sibirica","A77.2","Spotted fever due to Rickettsia siberica",342,1,1
"A77.3","Spotted fever due to Rickettsia australis","A77.3","Spotted fever due to Rickettsia australis",343,1,1
"A77.8","Other spotted fevers","A77.8","Other spotted fevers",344,1,1
"A77.9","Spotted fever, unspecified","A77.9","Spotted fever, unspecified",345,1,1
"A78","Q fever","A78","Q fever",346,1,1
"A79.0","Trench fever","A79.0","Trench fever",347,1,1
"A79.1","Rickettsialpox due to Rickettsia akari","A79.1","Rickettsialpox due to Rickettsia akari",348,1,1
"A79.8","Other specified rickettsioses","A79.8","Other specified rickettsioses",349,1,1
"A79.9","Rickettsiosis, unspecified","A79.9","Rickettsiosis, unspecified",350,1,1
"A80.0","Acute paralytic poliomyelitis, vaccine-associated","A80.0","Acute paralytic poliomyelitis, vaccine-associated",351,1,1
"A80.1","Acute paralytic poliomyelitis, wild virus, imported","A80.1","Acute paralytic poliomyelitis, wild virus, imported",352,1,1
"A80.2","Acute paralytic poliomyelitis, wild virus, indigenous","A80.2","Acute paralytic poliomyelitis, wild virus, indigenous",353,1,1
"A80.3","Acute paralytic poliomyelitis, other and unspecified","A80.3","Acute paralytic poliomyelitis, other and unspecified",354,1,1
"A80.4","Acute nonparalytic poliomyelitis","A80.4","Acute nonparalytic poliomyelitis",355,1,1
"A80.9","Acute poliomyelitis, unspecified","A80.9","Acute poliomyelitis, unspecified",356,1,1
"A81.0","Creutzfeldt-Jakob disease","A81.0","Creutzfeldt-Jakob disease",357,1,1
"A81.1","Subacute sclerosing panencephalitis","A81.1","Subacute sclerosing panencephalitis",358,1,1
"A81.2","Progressive multifocal leukoencephalopathy","A81.2","Progressive multifocal leukoencephalopathy",359,1,1
"A81.8","Other atypical virus infections of central nervous system","A81.8","Other atypical virus infections of central nervous system",360,1,1
"A81.9","Atypical virus infection of central nervous system, unspecified","A81.9","Atypical virus infection of central nervous system, unspecified",361,1,1
"A82.0","Sylvatic rabies","A82.0","Sylvatic rabies",362,1,1
"A82.1","Urban rabies","A82.1","Urban rabies",363,1,1
"A82.9","Rabies, unspecified","A82.9","Rabies, unspecified",364,1,1
"A83.0","Japanese encephalitis","A83.0","Japanese encephalitis",365,1,1
"A83.1","Western equine encephalitis","A83.1","Western equine encephalitis",366,1,1
"A83.2","Eastern equine encephalitis","A83.2","Eastern equine encephalitis",367,1,1
"A83.3","St Louis encephalitis","A83.3","St Louis encephalitis",368,1,1
"A83.4","Australian encephalitis","A83.4","Australian encephalitis",369,1,1
"A83.5","California encephalitis","A83.5","California encephalitis",370,1,1
"A83.6","Rocio virus disease","A83.6","Rocio virus disease",371,1,1
"A83.8","Other mosquito-borne viral encephalitis","A83.8","Other mosquito-borne viral encephalitis",372,1,1
"A83.9","Mosquito-borne viral encephalitis, unspecified","A83.9","Mosquito-borne viral encephalitis, unspecified",373,1,1
"A84.0","Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]","A84.0","Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]",374,1,1
"A84.1","Central European tick-borne encephalitis","A84.1","Central European tick-borne encephalitis",375,1,1
"A84.8","Other tick-borne viral encephalitis","A84.8","Other tick-borne viral encephalitis",376,1,1
"A84.9","Tick-borne viral encephalitis, unspecified","A84.9","Tick-borne viral encephalitis, unspecified",377,1,1
"A85.0","Enteroviral encephalitis","A85.0","Enteroviral encephalitis",378,1,1
"A85.1","Adenoviral encephalitis","A85.1","Adenoviral encephalitis",379,1,1
"A85.2","Arthropod-borne viral encephalitis, unspecified","A85.2","Arthropod-borne viral encephalitis, unspecified",380,1,1
"A85.8","Other specified viral encephalitis","A85.8","Other specified viral encephalitis",381,1,1
"A86","Unspecified viral encephalitis","A86","Unspecified viral encephalitis",382,1,1
"A87.0","Enteroviral meningitis","A87.0","Enteroviral meningitis",383,1,1
"A87.1","Adenoviral meningitis","A87.1","Adenoviral meningitis",384,1,1
"A87.2","Lymphocytic choriomeningitis","A87.2","Lymphocytic choriomeningitis",385,1,1
"A87.8","Other viral meningitis","A87.8","Other viral meningitis",386,1,1
"A87.9","Viral meningitis, unspecified","A87.9","Viral meningitis, unspecified",387,1,1
"A88.0","Enteroviral exanthematous fever [Boston exanthem]","A88.0","Enteroviral exanthematous fever [Boston exanthem]",388,1,1
"A88.1","Epidemic vertigo","A88.1","Epidemic vertigo",389,1,1
"A88.8","Other specified viral infections of central nervous system","A88.8","Other specified viral infections of central nervous system",390,1,1
"A89","Unspecified viral infection of central nervous system","A89","Unspecified viral infection of central nervous system",391,1,1
"A92.0","Chikungunya virus disease","A92.0","Chikungunya virus disease",392,1,1
"A92.1","O'nyong-nyong fever","A92.1","O'nyong-nyong fever",393,1,1
"A92.2","Venezuelan equine fever","A92.2","Venezuelan equine fever",394,1,1
"A92.3","West Nile virus infection","A92.3","West Nile virus infection",395,1,1
"A92.4","Rift Valley fever","A92.4","Rift Valley fever",396,1,1
"A92.5","Zika virus disease","A92.5","Zika virus disease",397,1,1
"A92.8","Other specified mosquito-borne viral fevers","A92.8","Other specified mosquito-borne viral fevers",398,1,1
"A92.9","Mosquito-borne viral fever, unspecified","A92.9","Mosquito-borne viral fever, unspecified",399,1,1
"A93.0","Oropouche virus disease","A93.0","Oropouche virus disease",400,1,1
"A93.1","Sandfly fever","A93.1","Sandfly fever",401,1,1
"A93.2","Colorado tick fever","A93.2","Colorado tick fever",402,1,1
"A93.8","Other specified arthropod-borne viral fevers","A93.8","Other specified arthropod-borne viral fevers",403,1,1
"A94","Unspecified arthropod-borne viral fever","A94","Unspecified arthropod-borne viral fever",404,1,1
"A95.0","Sylvatic yellow fever","A95.0","Sylvatic yellow fever",405,1,1
"A95.1","Urban yellow fever","A95.1","Urban yellow fever",406,1,1
"A95.9","Yellow fever, unspecified","A95.9","Yellow fever, unspecified",407,1,1
"A96.0","Junin haemorrhagic fever","A96.0","Junin haemorrhagic fever",408,1,1
"A96.1","Machupo haemorrhagic fever","A96.1","Machupo haemorrhagic fever",409,1,1
"A96.2","Lassa fever","A96.2","Lassa fever",410,1,1
"A96.8","Other arenaviral haemorrhagic fevers","A96.8","Other arenaviral haemorrhagic fevers",411,1,1
"A96.9","Arenaviral haemorrhagic fever, unspecified","A96.9","Arenaviral haemorrhagic fever, unspecified",412,1,1
"A97.0","Dengue without warning signs","A97.0","Dengue without warning signs",413,1,1
"A97.1","Dengue with warning signs","A97.1","Dengue with warning signs",414,1,1
"A97.2","Severe Dengue","A97.2","Severe Dengue",415,1,1
"A97.9","Dengue, unspecified","A97.9","Dengue, unspecified",416,1,1
"A98.0","Crimean-Congo haemorrhagic fever","A98.0","Crimean-Congo haemorrhagic fever",417,1,1
"A98.1","Omsk haemorrhagic fever","A98.1","Omsk haemorrhagic fever",418,1,1
"A98.2","Kyasanur Forest disease","A98.2","Kyasanur Forest disease",419,1,1
"A98.3","Marburg virus disease","A98.3","Marburg virus disease",420,1,1
"A98.4","Ebola virus disease","A98.4","Ebola virus disease",421,1,1
"A98.5","Haemorrhagic fever with renal syndrome","A98.5","Haemorrhagic fever with renal syndrome",422,1,1
"A98.8","Other specified viral haemorrhagic fevers","A98.8","Other specified viral haemorrhagic fevers",423,1,1
"A99","Unspecified viral haemorrhagic fever","A99","Unspecified viral haemorrhagic fever",424,1,1
"B00.0","Eczema herpeticum","B00.0","Eczema herpeticum",425,1,1
"B00.1","Herpesviral vesicular dermatitis","B00.1","Herpesviral vesicular dermatitis",426,1,1
"B00.2","Herpesviral gingivostomatitis and pharyngotonsillitis","B00.2","Herpesviral gingivostomatitis and pharyngotonsillitis",427,1,1
"B00.3","Herpesviral meningitis","B00.3","Herpesviral meningitis",428,1,1
"B00.4","Herpesviral encephalitis","B00.4","Herpesviral encephalitis",429,1,1
"B00.5","Herpesviral ocular disease","B00.5","Herpesviral ocular disease",430,1,1
"B00.7","Disseminated herpesviral disease","B00.70","Disseminated herpesviral disease, not elsewhere classified",431,1,2
"B00.7","Disseminated herpesviral disease","B00.71","Sepsis due to herpesviral [herpes simplex] infection",432,2,2
"B00.8","Other forms of herpesviral infection","B00.8","Other forms of herpesviral infection",433,1,1
"B00.9","Herpesviral infection, unspecified","B00.9","Herpesviral infection, unspecified",434,1,1
"B01.0","Varicella meningitis","B01.0","Varicella meningitis",435,1,1
"B01.1","Varicella encephalitis","B01.1","Varicella encephalitis",436,1,1
"B01.2","Varicella pneumonia","B01.2","Varicella pneumonia",437,1,1
"B01.8","Varicella with other complications","B01.8","Varicella with other complications",438,1,1
"B01.9","Varicella without complication","B01.9","Varicella without complication",439,1,1
"B02.0","Zoster encephalitis","B02.0","Zoster encephalitis",440,1,1
"B02.1","Zoster meningitis","B02.1","Zoster meningitis",441,1,1
"B02.2","Zoster with other nervous system involvement","B02.2","Zoster with other nervous system involvement",442,1,1
"B02.3","Zoster ocular disease","B02.3","Zoster ocular disease",443,1,1
"B02.7","Disseminated zoster","B02.7","Disseminated zoster",444,1,1
"B02.8","Zoster with other complications","B02.8","Zoster with other complications",445,1,1
"B02.9","Zoster without complication","B02.9","Zoster without complication",446,1,1
"B03","Smallpox","B03","Smallpox",447,1,1
"B04","Monkeypox","B04","Monkeypox",448,1,1
"B05.0","Measles complicated by encephalitis","B05.0","Measles complicated by encephalitis",449,1,1
"B05.1","Measles complicated by meningitis","B05.1","Measles complicated by meningitis",450,1,1
"B05.2","Measles complicated by pneumonia","B05.2","Measles complicated by pneumonia",451,1,1
"B05.3","Measles complicated by otitis media","B05.3","Measles complicated by otitis media",452,1,1
"B05.4","Measles with intestinal complications","B05.4","Measles with intestinal complications",453,1,1
"B05.8","Measles with other complications","B05.8","Measles with other complications",454,1,1
"B05.9","Measles without complication","B05.9","Measles without complication",455,1,1
"B06.0","Rubella with neurological complications","B06.0","Rubella with neurological complications",456,1,1
"B06.8","Rubella with other complications","B06.8","Rubella with other complications",457,1,1
"B06.9","Rubella without complication","B06.9","Rubella without complication",458,1,1
"B07","Viral warts","B07","Viral warts",459,1,1
"B08.0","Other orthopoxvirus infections","B08.0","Other orthopoxvirus infections",460,1,1
"B08.1","Molluscum contagiosum","B08.1","Molluscum contagiosum",461,1,1
"B08.2","Exanthema subitum [sixth disease]","B08.2","Exanthema subitum [sixth disease]",462,1,1
"B08.3","Erythema infectiosum [fifth disease]","B08.3","Erythema infectiosum [fifth disease]",463,1,1
"B08.4","Enteroviral vesicular stomatitis with exanthem","B08.4","Enteroviral vesicular stomatitis with exanthem",464,1,1
"B08.5","Enteroviral vesicular pharyngitis","B08.5","Enteroviral vesicular pharyngitis",465,1,1
