"","icd10am_code","icd10am_name","epcc_code","epcc_name","chapter_groups","block","block_desc","chapter_range","chapter_desc","epcc_code_source","in_drt"
"172","A36.3","Cutaneous diphtheria",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"173","A36.8","Other diphtheria",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"174","A36.9","Diphtheria, unspecified",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"175","A37.0","Whooping cough due to Bordetella pertussis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"176","A37.1","Whooping cough due to Bordetella parapertussis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"177","A37.8","Whooping cough due to other Bordetella species",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"178","A37.9","Whooping cough, unspecified",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"179","A38","Scarlet fever",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"180","A39.0","Meningococcal meningitis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"181","A39.1","Waterhouse-Friderichsen syndrome (E35.1*)",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"182","A39.2","Acute meningococcaemia",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"183","A39.3","Chronic meningococcaemia",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"184","A39.4","Meningococcaemia, unspecified",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"185","A39.5","Meningococcal heart disease",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"186","A39.7","Sepsis due to Meningococcus",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"187","A39.8","Other meningococcal infections",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"188","A39.9","Meningococcal infection, unspecified",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"189","A40.0","Sepsis due to Streptococcus, group A",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"190","A40.1","Sepsis due to Streptococcus, group B",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"191","A40.21","Sepsis due to Streptococcus, group D",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"192","A40.22","Sepsis due to Enterococcus",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"193","A40.3","Sepsis due to Streptococcus pneumoniae",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"194","A40.8","Other streptococcal sepsis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"195","A40.9","Streptococcal sepsis, unspecified",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"196","A41.0","Sepsis due to Staphylococcus aureus",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"197","A41.1","Sepsis due to other specified Staphylococcus",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"198","A41.2","Sepsis due to unspecified Staphylococcus",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"199","A41.3","Sepsis due to Haemophilus influenzae",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"200","A41.4","Sepsis due to anaerobes",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"201","A41.50","Sepsis due to unspecified Gram-negative organisms",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"202","A41.51","Sepsis due to Escherichia coli [E. Coli]",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"203","A41.52","Sepsis due to Pseudomonas",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"204","A41.58","Sepsis due to other Gram-negative organisms",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"205","A41.8","Sepsis due to other specified organism",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"206","A41.9","Sepsis, unspecified","10.20.09","Preprocedural septicaemia,","other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)","keysoft_v2",TRUE
"207","A42.0","Pulmonary actinomycosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"208","A42.1","Abdominal actinomycosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"209","A42.2","Cervicofacial actinomycosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"210","A42.7","Sepsis due to actinomycosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"211","A42.8","Other forms of actinomycosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"212","A42.9","Actinomycosis, unspecified",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"213","A43.0","Pulmonary nocardiosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"214","A43.1","Cutaneous nocardiosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"215","A43.8","Other forms of nocardiosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"216","A43.9","Nocardiosis, unspecified",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"217","A44.0","Systemic bartonellosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"218","A44.1","Cutaneous and mucocutaneous bartonellosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"219","A44.8","Other forms of bartonellosis",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"220","A44.9","Bartonellosis, unspecified",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"221","A46","Erysipelas",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"222","A48.0","Gas gangrene",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"223","A48.1","Legionnaires' disease",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"224","A48.2","Nonpneumonic Legionnaires' disease [Pontiac fever]",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"225","A48.3","Toxic shock syndrome",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"226","A48.4","Brazilian purpuric fever",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"227","A48.8","Other specified bacterial diseases",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"228","A49.00","Staphylococcal infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"229","A49.01","Staphylococcus aureus infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"230","A49.11","Streptococcal infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"231","A49.12","Enterococcal infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"232","A49.2","Haemophilus influenzae infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"233","A49.3","Mycoplasma infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"234","A49.81","Bacteroides (fragilis) infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"235","A49.82","Burkholderia infection not elsewhere classified, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"236","A49.83","Campylobacter infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"237","A49.84","Escherichia coli [E. coli] infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"238","A49.85","Klebsiella pneumoniae [K. pneumoniae] infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"239","A49.86","Proteus (mirabilis), Morganella (morganii) and Providencia (rettgeri) infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"240","A49.87","Pseudomonas (aeruginosa) infection, unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"241","A49.89","Other bacterial infection of unspecified site",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"242","A49.9","Bacterial infection, unspecified",,,"other","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"243","A50.0","Early congenital syphilis, symptomatic",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"244","A50.1","Early congenital syphilis, latent",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"245","A50.2","Early congenital syphilis, unspecified",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"246","A50.3","Late congenital syphilitic oculopathy",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"247","A50.4","Late congenital neurosyphilis [juvenile neurosyphilis]",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"248","A50.5","Other late congenital syphilis, symptomatic",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"249","A50.6","Late congenital syphilis, latent",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"250","A50.7","Late congenital syphilis, unspecified",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"251","A50.9","Congenital syphilis, unspecified",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"252","A51.0","Primary genital syphilis",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"253","A51.1","Primary anal syphilis",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"254","A51.2","Primary syphilis of other sites",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"255","A51.3","Secondary syphilis of skin and mucous membranes",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"256","A51.4","Other secondary syphilis",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"257","A51.5","Early syphilis, latent",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"258","A51.9","Early syphilis, unspecified",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
"259","A52.0","Cardiovascular syphilis (I98.0*)",,,"other","A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)",,FALSE
