"icd10am_code","icd10am_name","epcc_code","epcc_name","epcc_code_source","chapter_groups","epcc_code_multiple","epcc_code_all","epcc_code_first","epcc_code_ks1","epcc_code_ks2","block","block_desc","chapter_range","chapter_desc"
"A36.2","Laryngeal diphtheria",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A36.3","Cutaneous diphtheria",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A36.8","Other diphtheria",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A36.9","Diphtheria, unspecified",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A37.0","Whooping cough due to Bordetella pertussis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A37.1","Whooping cough due to Bordetella parapertussis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A37.8","Whooping cough due to other Bordetella species",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A37.9","Whooping cough, unspecified",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A38","Scarlet fever",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A39.0","Meningococcal meningitis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A39.1","Waterhouse-Friderichsen syndrome (E35.1*)",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A39.2","Acute meningococcaemia",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A39.3","Chronic meningococcaemia",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A39.4","Meningococcaemia, unspecified",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A39.5","Meningococcal heart disease",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A39.7","Sepsis due to Meningococcus",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A39.8","Other meningococcal infections",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A39.9","Meningococcal infection, unspecified",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A40.0","Sepsis due to Streptococcus, group A",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A40.1","Sepsis due to Streptococcus, group B",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A40.21","Sepsis due to Streptococcus, group D",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A40.22","Sepsis due to Enterococcus",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A40.3","Sepsis due to Streptococcus pneumoniae",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A40.8","Other streptococcal sepsis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A40.9","Streptococcal sepsis, unspecified",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.0","Sepsis due to Staphylococcus aureus",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.1","Sepsis due to other specified Staphylococcus",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.2","Sepsis due to unspecified Staphylococcus",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.3","Sepsis due to Haemophilus influenzae",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.4","Sepsis due to anaerobes",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.50","Sepsis due to unspecified Gram-negative organisms",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.51","Sepsis due to Escherichia coli [E. Coli]",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.52","Sepsis due to Pseudomonas",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.58","Sepsis due to other Gram-negative organisms",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.8","Sepsis due to other specified organism",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A41.9","Sepsis, unspecified","10.20.09","Preprocedural septicaemia,","keysoft_v2","other",FALSE,"10.20.09","10.20.09",,"10.20.09","A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A42.0","Pulmonary actinomycosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A42.1","Abdominal actinomycosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A42.2","Cervicofacial actinomycosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A42.7","Sepsis due to actinomycosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A42.8","Other forms of actinomycosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A42.9","Actinomycosis, unspecified",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A43.0","Pulmonary nocardiosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A43.1","Cutaneous nocardiosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A43.8","Other forms of nocardiosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A43.9","Nocardiosis, unspecified",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A44.0","Systemic bartonellosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A44.1","Cutaneous and mucocutaneous bartonellosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A44.8","Other forms of bartonellosis",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A44.9","Bartonellosis, unspecified",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A46","Erysipelas",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A48.0","Gas gangrene",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A48.1","Legionnaires' disease",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A48.2","Nonpneumonic Legionnaires' disease [Pontiac fever]",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A48.3","Toxic shock syndrome",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A48.4","Brazilian purpuric fever",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A48.8","Other specified bacterial diseases",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.00","Staphylococcal infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.01","Staphylococcus aureus infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.11","Streptococcal infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.12","Enterococcal infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.2","Haemophilus influenzae infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.3","Mycoplasma infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.81","Bacteroides (fragilis) infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.82","Burkholderia infection not elsewhere classified, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.83","Campylobacter infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.84","Escherichia coli [E. coli] infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.85","Klebsiella pneumoniae [K. pneumoniae] infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.86","Proteus (mirabilis), Morganella (morganii) and Providencia (rettgeri) infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.87","Pseudomonas (aeruginosa) infection, unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.89","Other bacterial infection of unspecified site",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A49.9","Bacterial infection, unspecified",,,,"other",,,,,,"A30-A49","Other bacterial diseases","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A50.0","Early congenital syphilis, symptomatic",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A50.1","Early congenital syphilis, latent",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A50.2","Early congenital syphilis, unspecified",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A50.3","Late congenital syphilitic oculopathy",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A50.4","Late congenital neurosyphilis [juvenile neurosyphilis]",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A50.5","Other late congenital syphilis, symptomatic",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A50.6","Late congenital syphilis, latent",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A50.7","Late congenital syphilis, unspecified",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A50.9","Congenital syphilis, unspecified",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A51.0","Primary genital syphilis",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A51.1","Primary anal syphilis",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A51.2","Primary syphilis of other sites",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A51.3","Secondary syphilis of skin and mucous membranes",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A51.4","Other secondary syphilis",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A51.5","Early syphilis, latent",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A51.9","Early syphilis, unspecified",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A52.0","Cardiovascular syphilis (I98.0*)",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A52.1","Symptomatic neurosyphilis",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A52.2","Asymptomatic neurosyphilis",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A52.3","Neurosyphilis, unspecified",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A52.7","Other symptomatic late syphilis",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A52.8","Late syphilis, latent",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A52.9","Late syphilis, unspecified",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A53.0","Latent syphilis, unspecified as early or late",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
"A53.9","Syphilis, unspecified",,,,"other",,,,,,"A50-A64","Infections with a predominantly sexual mode of transmission","A00-B99","Certain infectious and parasitic diseases (A00-B99)"
