"","epcc_name","epcc_code","icd_9","icd_9_additional","icd_10","icd_10_additional","sts_name","section_name","section_seq","icd10_seq","icd10_seq_max"
"162","Subaortic stenosis due to fibromuscular shelf,","07.09.03","746.8",NA,"Q24.4",NA,"Aortic stenosis, Subvalvar","Abnormalities of ventriculo-arterial valves and great arteries","32",2,2
"163","Aortic valvar abnormality,","09.15.00","746.9",NA,"Q23.9",NA,"Aortic valve, Other","Abnormalities of ventriculo-arterial valves and great arteries","33",2,2
"164","Aortic valvar stenosis,","09.15.13","746.3",NA,"Q23.0",NA,"Aortic stenosis, Valvar","Abnormalities of ventriculo-arterial valves and great arteries","34",2,5
"165","Aortic valvar stenosis: congenital,","09.15.01","746.3",NA,"Q23.0",NA,"Aortic stenosis, Valvar","Abnormalities of ventriculo-arterial valves and great arteries","35",3,5
"166","Eccentric opening of tricuspid aortic valve,","09.15.12","746.9",NA,"Q23.8",NA,"Aortic valve, Other","Abnormalities of ventriculo-arterial valves and great arteries","36",6,7
"167","Aortic regurgitation,","09.15.91","746.4",NA,"Q23.1",NA,"Aortic insufficiency","Abnormalities of ventriculo-arterial valves and great arteries","37",1,4
"168","Aortic regurgitation: congenital,","09.15.07","746.4",NA,"Q23.1",NA,"Aortic insufficiency","Abnormalities of ventriculo-arterial valves and great arteries","38",2,4
"169","Bicuspid aortic valve,","09.15.22","746.4",NA,"Q23.1",NA,"Aortic valve, Other","Abnormalities of ventriculo-arterial valves and great arteries","39",3,4
"170","Aortic atresia,","09.15.03","746.7",NA,"Q23.0",NA,"Aortic valve atresia","Abnormalities of ventriculo-arterial valves and great arteries","40",4,5
"171","Aortic valvar prolapse,","09.15.30","746.9",NA,"Q23.8",NA,"Aortic valve, Other","Abnormalities of ventriculo-arterial valves and great arteries","41",7,7
"172","Aortic abnormality,","07.09.31","747.2",NA,"Q25.4",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","42",1,15
"173","Ascending aorta abnormality,","09.16.10","747.2",NA,"Q25.3",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","43",1,2
"174","Ascending aorta hypoplasia,","09.16.02","747.2",NA,"Q25.4",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","44",2,15
"175","Supravalvar aortic stenosis,","09.16.00","747.2",NA,"Q25.3",NA,"Aortic stenosis, Supravalvar","Abnormalities of ventriculo-arterial valves and great arteries","45",2,2
"176","Ascending aorta dilation,","09.16.09","747.2",NA,"Q25.4",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","46",3,15
"177","Ascending aorta dilation associated with Marfan syndrome,","09.16.05","747.2","759.8","Q87.4","I79.0","Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","47",1,2
"178","Aortic sinus of Valsalva aneurysm,","09.18.01","747.2",NA,"Q25.4",NA,"Sinus of Valsalva aneurysm","Abnormalities of ventriculo-arterial valves and great arteries","48",4,15
"179","Aorto-ventricular tunnel,","09.17.01","747.2",NA,"Q25.4",NA,"LV to aorta tunnel","Abnormalities of ventriculo-arterial valves and great arteries","49",5,15
"180","Aorto: left ventricular tunnel,","09.17.02","747.2",NA,"Q25.4",NA,"LV to aorta tunnel","Abnormalities of ventriculo-arterial valves and great arteries","50",6,15
"181","Aortic arch abnormality,","09.28.00","747.2",NA,"Q25.4",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","51",7,15
"182","Right aortic arch,","09.28.15","747.2",NA,"Q25.4",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","52",8,15
"183","Aortic coarctation,","09.29.01","747.1",NA,"Q25.1",NA,"Coarctation of aorta","Abnormalities of ventriculo-arterial valves and great arteries","53",1,2
"184","Aortic arch hypoplasia (tubular),","09.29.11","747.2",NA,"Q25.4",NA,"Aortic arch hypoplasia","Abnormalities of ventriculo-arterial valves and great arteries","54",9,15
"185","Interrupted aortic arch,","09.29.31","747.1",NA,"Q25.4",NA,"Interrupted aortic arch","Abnormalities of ventriculo-arterial valves and great arteries","55",10,15
"186","Aortic arch branch abnormality,","09.30.00","747.6",NA,"Q27.8",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","56",3,6
"187","Aberrant origin right subclavian artery,","09.30.02","747.6",NA,"Q27.8",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","57",4,6
"188","Aberrant origin left subclavian artery,","09.30.04","747.6",NA,"Q27.8",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","58",5,6
"189","Vascular ring,","09.31.00","747.2",NA,"Q25.4",NA,"Vascular ring","Abnormalities of ventriculo-arterial valves and great arteries","59",11,15
"190","Double aortic arch,","09.28.09","747.2",NA,"Q25.4",NA,"Vascular ring","Abnormalities of ventriculo-arterial valves and great arteries","60",12,15
"191","Pulmonary arterial sling,","09.09.06","747.3",NA,"Q25.7",NA,"Pulmonary artery sling","Abnormalities of ventriculo-arterial valves and great arteries","61",10,11
"192","Descending aorta dilation,","09.28.16","747.2",NA,"Q25.4",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","62",13,15
"193","Descending-abdominal aorta hypoplasia (middle aortic syndrome),","09.29.16","747.2",NA,"Q25.4",NA,"Cardiac, Other","Abnormalities of ventriculo-arterial valves and great arteries","63",14,15
"194","Coronary arterial abnormality,","09.46.00","746.8",NA,"Q24.5",NA,"Coronary artery anomaly","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","2",2,8
"195","Anomalous origin of coronary artery from pulmonary artery,","09.41.01","746.8",NA,"Q24.5",NA,"Coronary artery anomaly, Anomalous pulmonary origin (includes ALCAPA)","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","3",3,8
"196","Coronary fistula,","09.45.01","746.8",NA,"Q24.5",NA,"Coronary artery anomaly, Fistula","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","4",4,8
"197","Coronary artery: anomalous aortic origin or course,","09.42.00","746.8",NA,"Q24.5",NA,"(AAOCA)","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","5",5,8
"198","Aberrant course of coronary artery: across right ventricular outflow tract,","09.43.18","746.8",NA,"Q24.5",NA,"(AAOCA)","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","6",6,8
"199","Intramural proximal coronary arterial course,","09.43.05","746.8",NA,"Q24.5",NA,"(AAOCA)","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","7",7,8
"200","Coronary arterial aneurysm(s),","09.46.01","746.8",NA,"Q24.5",NA,"Coronary artery anomaly, Aneurysm","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","8",8,8
"201","Arterial duct (ductus arteriosus) abnormality,","09.27.00","747.8",NA,"Q25.8",NA,"Cardiac, Other","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","9",1,1
"202","Patent arterial duct (PDA),","09.27.21","747.0",NA,"Q25.0",NA,"Patent ductus arteriosus","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","10",1,2
"203","Arteriovenous fistula (malformation),","09.19.01","747.6",NA,"Q27.3",NA,"Peripheral vasculature, Other","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","11",1,1
"204","Pulmonary arteriovenous fistula (malformation),","09.19.05","747.3",NA,"Q25.7",NA,"Pulmonary AV fistula","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","12",11,11
"205","Distal systemic arterial abnormality,","09.20.20","747.9",NA,"Q27.8",NA,"Peripheral vasculature, Other","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","13",6,6
"206","Pericardial abnormality,","10.01.00","746.8",NA,"Q24.8",NA,"Pericardial disease, Other","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","14",15,21
"207","Cardiac abnormality,","01.01.39","746.8",NA,"Q24.8",NA,"Cardiac, Other","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","15",16,21
"208","Vascular abnormality,","01.01.60","459.9",NA,"I99",NA,"Peripheral vasculature, Other","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","16",1,1
"209","Aneurysm,","01.01.61","442.9",NA,"I72.9",NA,"Aneurysm, Other","Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","17",1,1
"210","Multiple congenital malformations,","14.06.01","759.7",NA,"Q89.7",NA,"Miscellaneous, Other","Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","2",1,1
"211","Family history of congenital heart lesion,","10.23.01","V19.5",NA,"Z82.7",NA,NA,"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","3",1,2
"212","Family history of disorder with cardiac involvement,","10.23.03","V19.5",NA,"Z82.7",NA,NA,"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","4",2,2
"213","Family history of sudden death,","10.23.11","V19.8",NA,"Z84.8",NA,NA,"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","5",1,1
"214","Maternal teratogen associated with congenital heart disease,","14.05.01","760.7",NA,"Q86.8",NA,NA,"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","6",1,2
"215","Maternal teratogen or disease potentially associated with congenital heart disease,","14.05.00","760.7",NA,"Q86.8",NA,NA,"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","7",2,2
"216","Maternal systemic lupus erythematosus (SLE),","10.23.02","655.4",NA,"P00.8",NA,NA,"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","8",1,1
"217","Maternally derived fetal disease or syndrome associated with heart disease,","14.05.40","655.4",NA,"P96.9",NA,NA,"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","9",1,2
"218","Neonatal disorder,","10.15.00","779.9",NA,"P96.9",NA,"Miscellaneous, Other","Neonatal disorders or abnormalities","2",2,2
"219","Infant of diabetic mother,","10.22.03","775.0",NA,"P70.1",NA,NA,"Neonatal disorders or abnormalities","3",1,2
"220","Heart muscle disease in infant of diabetic mother,","10.07.71","775.0","425.8","P70.1","I43.8","Cardiac, Other","Neonatal disorders or abnormalities","4",2,2
"221","Premature birth,","10.22.02","765.1",NA,"P07.3",NA,"Miscellaneous, Other","Neonatal disorders or abnormalities","5",1,3
"222","Premature birth 32-35 weeks,","10.22.05","765.1",NA,"P07.3",NA,"Miscellaneous, Other","Neonatal disorders or abnormalities","6",2,3
"223","Premature birth less than 32 weeks,","10.22.06","765.1",NA,"P07.3",NA,"Miscellaneous, Other","Neonatal disorders or abnormalities","7",3,3
"224","Meconium aspiration,","10.15.12","770.1",NA,"P24.0",NA,"Meconium aspiration","Neonatal disorders or abnormalities","8",1,1
"225","Necrotising enterocolitis,","10.15.05","777.5",NA,"P77",NA,"Miscellaneous, Other","Neonatal disorders or abnormalities","9",1,3
"226","Transient myocardial ischaemia,","10.15.10","779.8",NA,"P29.4",NA,"Cardiac, Other","Neonatal disorders or abnormalities","10",1,1
"227","Persistent pulmonary hypertension of the newborn (PFC),","10.15.01","747.9",NA,"P29.3",NA,"Persistent fetal circulation","Neonatal disorders or abnormalities","11",1,1
"228","Chromosomal anomaly,","14.01.01","758.9",NA,"Q99.9",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","2",1,1
"229","Trisomy 21: Down’s syndrome,","14.01.02","758.0",NA,"Q90.9",NA,"Down Syndrome","Chromosomal anomalies and other syndromes","3",1,1
"230","45XO: Turner’s syndrome,","14.01.05","758.6",NA,"Q96",NA,"Turner Syndrome","Chromosomal anomalies and other syndromes","4",1,1
"231","22q11 microdeletion,","14.01.21","758.3",NA,"Q93.8",NA,"22q11 deletion","Chromosomal anomalies and other syndromes","5",1,2
"232","22q11 microdeletion with full DiGeorge sequence (including immune dysfunction),","14.02.06","279.1",NA,"D82.1",NA,"DiGeorge","Chromosomal anomalies and other syndromes","6",1,1
"233","Trisomy 18: Edwards' syndrome,","14.01.03","758.2",NA,"Q91.3",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","7",1,1
"234","Trisomy 13: Patau's syndrome,","14.01.04","758.1",NA,"Q91.7",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","8",1,1
"235","Hereditary disorder associated with heart disease,","10.23.04","759.7",NA,"Q87.8",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","9",1,2
"236","Pompe’s disease: glycogen storage disease type IIa,","14.02.21","271.0",NA,"E74.0",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","10",1,1
"237","Friedreich’s ataxia,","14.02.10","334.0",NA,"G11.1",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","11",1,1
"238","Muscular dystrophy,","14.02.58","359.1",NA,"G71.0",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","12",1,2
"239","Duchenne’s muscular dystrophy,","14.02.34","359.1",NA,"G71.0",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","13",2,2
"240","Marfan syndrome,","14.02.17","759.8",NA,"Q87.4",NA,"Marfan syndrome","Chromosomal anomalies and other syndromes","14",2,2
"241","Noonan syndrome,","14.02.19","759.8",NA,"Q87.1",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","15",1,1
"242","Tuberous sclerosis,","14.02.28","759.5",NA,"Q85.1",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","16",1,1
"243","Williams syndrome (infantile hypercalcaemia),","14.02.30","275.4",NA,"Q93.8",NA,"Williams Beuren syndrome","Chromosomal anomalies and other syndromes","17",2,2
"244","Alagille syndrome: arteriohepatic dysplasia,","14.02.66","751.6","747.2","Q44.7",NA,"Alagille syndrome (intrahepatic biliary duct agenesis)","Chromosomal anomalies and other syndromes","18",1,1
"245","Fetal rubella syndrome,","14.02.32","771.0",NA,"P35.0",NA,"Rubella","Chromosomal anomalies and other syndromes","19",1,1
"246","Syndrome-association with cardiac involvement,","14.02.00","759.9",NA,"Q87.8",NA,"Other chromosomal/syndromic abnormality","Chromosomal anomalies and other syndromes","20",2,2
"247","Dyslipidaemia,","10.19.01","272.4",NA,"E78.9",NA,"Miscellaneous, Other","Chromosomal anomalies and other syndromes","21",1,1
"248","Hereditary-non-cardiac abnormality not apparent,","10.23.00","nc",NA,"nc",NA,"None","Non-cardiac anomalies and diseases associated with heart anomalies","2",9,11
"249","Non-cardiac abnormality associated with heart disease,","14.03.00","759.9",NA,"Q89.9",NA,"Other preoperative noncardiac abnormality","Non-cardiac anomalies and diseases associated with heart anomalies","3",2,2
"250","Spleen absent (asplenia),","03.07.03","759.0",NA,"Q20.6",NA,"Asplenia","Non-cardiac anomalies and diseases associated with heart anomalies","4",4,5
"251","Multiple spleens (polysplenia),","03.07.04","759.0",NA,"Q20.6",NA,"Polysplenia","Non-cardiac anomalies and diseases associated with heart anomalies","5",5,5
"252","Cystic fibrosis,","14.03.06","277.0",NA,"E84.9",NA,"Other preoperative noncardiac abnormality","Non-cardiac anomalies and diseases associated with heart anomalies","6",1,1
"253","Tracheo-oesophageal fistula,","14.03.08","750.3",NA,"Q39.2",NA,"Other preoperative noncardiac abnormality","Non-cardiac anomalies and diseases associated with heart anomalies","7",1,1
"254","Congenital diaphragmatic hernia,","14.03.07","756.6",NA,"Q79.0",NA,"Other preoperative noncardiac abnormality","Non-cardiac anomalies and diseases associated with heart anomalies","8",1,1
