block,ascii_desc,ascii_short_desc,effective_from,inactive
740,Examination procedures on other vascular sites,Examination proc on other vascular sites,1/7/1998,
741,Peripheral arterial or venous catheterisation,Peripheral arterial or venous cath,1/7/1998,
742,"Other application, insertion or removal procedures on other vascular sites","Oth applicn ins R/O proc, oth vasc sites",1/7/1998,
743,Destruction of vascular lesions,Destruction of vascular lesions,1/7/1998,
744,Laser photocoagulation of cutaneous vascular lesion,Laser photcoag of cutaneous vasc lesion,1/7/1998,
745,Interruption of feeding vessels of arteriovenous fistula,Interruption feeding vesl of AV fistula,1/7/1998,
746,Other destruction procedures on vascular sites,Other destruction proc on vascular sites,1/7/1998,
747,Biopsy of blood vessel,Biopsy of blood vessel,1/7/1998,
748,Excision of vascular anomaly,Excision of vascular anomaly,1/7/1998,
749,Debridement for vascular disease,Debridement for vascular disease,1/7/1998,1/7/2002
75,Decompression of intracranial nerve,Decompression of intracranial nerve,1/7/1998,
750,Excision of arteriovenous fistula of neck,Excision of AV fistula of neck,1/7/1998,
751,Excision of arteriovenous fistula of limb,Excision of AV fistula of limb,1/7/1998,
752,Excision of arteriovenous fistula of abdomen,Excision of AV fistula of abdomen,1/7/1998,
753,Other excision procedures on vascular sites,Other excision proc on vascular sites,1/7/1998,
754,Transluminal balloon angioplasty,Transluminal balloon angioplasty,1/7/1998,
755,"Open transluminal balloon angioplasty, peripheral artery or vein","Open TBA, peripheral artery or vein",1/7/1998,1/7/2000
756,"Percutaneous transluminal balloon angioplasty with stenting, peripheral or visceral artery or vein","PTBA w stenting, perph/visceral art/vein",1/7/1998,1/7/2000
757,"Open transluminal balloon angioplasty with stenting, peripheral or visceral artery or vein","Open TBA w stenting, perph/visc art/vein",1/7/1998,1/7/2000
758,Peripheral laser angioplasty,Peripheral laser angioplasty,1/7/1998,
759,Repair of arteriovenous fistula of neck,Repair of arteriovenous fistula of neck,1/7/1998,
76,Release of carpal and tarsal tunnel,Release of carpal and tarsal tunnel,1/7/1998,
760,Repair of arteriovenous fistula of extremity,Repair of AV fistula of extremity,1/7/1998,
761,Repair of arteriovenous fistula of abdomen,Repair of AV fistula of abdomen,1/7/1998,
762,Other repair procedures on vascular sites,Other repair proc on vascular sites,1/7/1998,
763,Reoperation procedures on other vascular sites,Reoperation proc on oth vascular sites,1/7/1998,
764,Procedures for external arteriovenous shunt,Procedures for external AV shunt,1/7/1998,
765,Procedures for surgically created arteriovenous fistula,Proc for surgically created AV fistula,1/7/1998,
766,Vascular access device,Vascular access device,1/7/1998,
767,Other procedures on arteries and veins,Other  procedures on arteries and veins,1/7/1998,1/7/2008
768,Transcatheter embolisation of blood vessels,Trnscath embolisation bl vesl,1/7/2008,
77,Other neurolysis of peripheral nerve and nerve trunk,Oth neurolysis perph nerve & nerve trunk,1/7/1998,
777,Other procedures on arteries and veins,Other procedures on arteries and veins,1/7/2008,
78,Destruction of nerve,Destruction of nerve,1/7/1998,
79,Biopsy of nerve,Biopsy of nerve,1/7/1998,
8,Intracranial drainage,Intracranial drainage,1/7/1998,
80,Removal of lesion of nerve,Removal of lesion of nerve,1/7/1998,
800,Biopsy of bone marrow,Biopsy of bone marrow,1/7/1998,
801,Other excision procedures on bone marrow,Other excision procedures on bone marrow,1/7/1998,
802,"Bone marrow/stem cell transplantation","Bone marrow/stem cell transplantation",1/7/1998,1/7/2022
803,Other procedures on bone marrow,Other procedures on bone marrow,1/7/1998,
804,Incision procedures on lymphatic structure,Incision proc on lymphatic structure,1/7/1998,
805,Biopsy of lymphatic structure,Biopsy of lymphatic structure,1/7/1998,
806,Excision procedures on lymphatic structure,Excision proc on lymphatic structure,1/7/1998,
807,Excision of internal mammary lymph node,Excision of internal mammary lymph node,1/7/1998,1/7/2019
808,Excision procedures on lymph node of axilla,Excision proc on lymph node of axilla,1/7/1998,1/7/2019
809,Excision procedures on lymph node of groin,Excision proc on lymph node of groin,1/7/1998,1/7/2019
81,Surgical sympathectomy,Surgical sympathectomy,1/7/1998,
810,Excision procedures on lymph nodes for gynaecological malignancy,Exc proc on lymph node for gyn malg,1/7/1998,1/7/2019
811,Excision procedures on lymph node of other sites,"Excision proc on lymph node, other sites",1/7/1998,1/7/2019
812,Other procedures on lymphatic structures,Other procedures on lymphatic structures,1/7/1998,
813,Incision procedures on spleen,Incision procedures on spleen,1/7/1998,
814,Biopsy of spleen,Biopsy of spleen,1/7/1998,
815,Other excision procedures on spleen,Other excision procedures on spleen,1/7/1998,
816,Repair of spleen,Repair of spleen,1/7/1998,
817,Other procedures on spleen,Other procedures on spleen,1/7/1998,
82,Other neurectomy,Other neurectomy,1/7/1998,
820,Haematopoietic stem cell transplantation,Haematopoietic stem cell transplantation,1/7/2022,
83,Repair of nerve or nerve trunk,Repair of nerve or nerve trunk,1/7/1998,
84,Secondary repair of nerve or nerve trunk,Secondary repair of nerve or nerve trunk,1/7/1998,
85,Reoperation for previous sympathectomy,Reoperation for previous sympathectomy,1/7/1998,
850,Oesophagoscopy,Oesophagoscopy,1/7/1998,
851,Endoscopic administration of agent into lesion of oesophagus,Endosc admin agt into lsn oesophagus,1/7/1998,
852,Removal of foreign body from oesophagus,Removal of foreign body from oesophagus,1/7/1998,
853,"Other application, insertion or removal procedures on oesophagus","Oth applicn/ins/removal proc, oesophagus",1/7/1998,
854,Oesophagogastric myotomy,Oesophagogastric myotomy,1/7/1998,
855,Other incision procedures on oesophagus,Other incision procedures on oesophagus,1/7/1998,
856,Destruction procedures on oesophagus,Destruction procedures on oesophagus,1/7/1998,
857,"Resection of oesophagus, paediatric","Resection of oesophagus, paediatric",1/7/1998,
858,Oesophagectomy by abdominal and thoracic mobilisation,Oesophagectomy by abd & thor mobilisn,1/7/1998,
859,Oesophagectomy by abdominal and cervical mobilisation,Oesophagectomy by abd & cerv mobilisn,1/7/1998,
86,Other procedures on nerves,Other procedures on nerves,1/7/1998,
860,Oesophagectomy by abdominal and transthoracic mobilisation,"Oesophagectomy, abd & trnsthorc mobilisn",1/7/1998,
861,Other excision procedures on oesophagus,Excision procedures on oesophagus,1/7/1998,
862,Dilation of oesophagus,Dilation of oesophagus,1/7/1998,
863,"Oesophagogastric myotomy and repair, laparoscopic",Lap oesophagogastric myotomy & repair,1/7/1998,
864,"Oesophagogastric myotomy and repair, abdominal",Abdo oesophagogastric myotomy & repair,1/7/1998,
865,"Oesophagogastric myotomy and repair, thoracic",Thor oesophagogastric myotomy & repair,1/7/1998,
866,Repair of oesophageal atresia,Repair of oesophageal atresia,1/7/1998,
867,Other repair procedures on oesophagus,Other repair procedures on oesophagus,1/7/1998,
868,Reconstruction procedures on oesophagus,Reconstruction procedures on oesophagus,1/7/1998,
869,Other procedures on oesophagus,Other procedures on oesophagus,1/7/1998,
870,"Application, insertion or removal procedures on stomach","Applicn/ins/removal proc on stomach",1/7/1998,
871,Gastrotomy,Gastrotomy,1/7/1998,
872,Vagotomy,Vagotomy,1/7/1998,
873,Other incision procedures on stomach,Other incision procedures on stomach,1/7/1998,
874,Destruction procedures on stomach,Destruction procedures on stomach,1/7/1998,
875,Partial gastrectomy,Partial gastrectomy,1/7/1998,
876,Partial gastrectomy following previous procedure for peptic ulcer disease,Prt gastrectomy foll prev proc for PU,1/7/1998,
877,Selective vagotomy with partial gastrectomy,Selective vagotomy w prt gastrectomy,1/7/1998,
878,Selective vagotomy with partial gastrectomy following previous procedure for peptic ulcer disease,Vagotomy w prt gastrectomy foll proc PU,1/7/1998,
879,Other gastrectomy,Other gastrectomy,1/7/1998,
880,Other excision procedures on stomach,Other excision procedures on stomach,1/7/1998,
881,"Gastrostomy, gastro-enterostomy or gastro-gastrostomy",Gstrmy gastro-enterostomy gastro-gstrmy,1/7/1998,
882,Endoscopic dilation of gastric stricture,Endoscopic dilation of gastric stricture,1/7/1998,
883,Pyloroplasty,Pyloroplasty,1/7/1998,
884,Other vagotomy with repair,Other vagotomy with repair,1/7/1998,
885,Fundoplasty for paediatric condition,Fundoplasty for paediatric condition,1/7/1998,1/7/2002
886,Fundoplasty,Fundoplasty,1/7/1998,
887,Other repair procedures on stomach,Other repair procedures on stomach,1/7/1998,
888,Reconstruction procedures on stomach,Reconstruction procedures on stomach,1/7/1998,
8888,Provisional assignment of new or emerging health technologies,Prov assign new emerging hlth technology,1/7/2022,
8889,Provisional assignment of emergency use interventions,Prov assign emergency use intervention,1/7/2022,
889,Procedures for obesity,Procedures for obesity,1/7/1998,
890,Other procedures on stomach,Other procedures on stomach,1/7/1998,
891,Exploration of small intestine,Exploration of small intestine,1/7/1998,
892,"Application, insertion or removal procedures on small intestine","Applicn/ins/removal proc on small intest",1/7/1998,
893,Enterotomy,Enterotomy,1/7/1998,
894,Other incision procedures on small intestine,Other incision proc on small intestine,1/7/1998,
895,Resection of small intestine,Resection of small intestine,1/7/1998,
896,Other excision procedures on small intestine,Excision procedures on small intestine,1/7/1998,
897,Stomas of small intestine,Stomas of small intestine,1/7/1998,
898,Reduction procedures on small intestine,Reduction procedures on small intestine,1/7/1998,
899,Closure of stoma of small intestine,Closure of stoma of small intestine,1/7/1998,
9,Intracranial decompression,Intracranial decompression,1/7/1998,
900,Repair of small intestine,Repair of small intestine,1/7/1998,
901,Other repair procedures on small intestine,Other repair proc on small intestine,1/7/1998,
902,Revision of stoma and ileostomy reservoir,Revision of stoma & ileostomy reservoir,1/7/1998,
903,Other procedures on small intestine,Other procedures on small intestine,1/7/1998,
904,Rigid sigmoidoscopy,Rigid sigmoidoscopy,1/7/1998,
905,Fibreoptic colonoscopy,Fibreoptic colonoscopy,1/7/1998,
906,"Application, insertion or removal procedures on large intestine","Applicn/ins/removal proc on large intest",1/7/1998,
907,Incision procedures on large intestine,Incision procedures on large intestine,1/7/1998,
908,Destruction procedures on large intestine,Destruction proc on large intestine,1/7/1998,
909,Biopsy of large intestine,Biopsy of large intestine,1/7/1998,
910,Rigid sigmoidoscopy with excision,Rigid sigmoidoscopy with excision,1/7/1998,
911,Fibreoptic colonoscopy with excision,Fibreoptic colonoscopy with excision,1/7/1998,
912,Resection of stricture of large intestine with repair,Resection stricture of lrg intest w rep,1/7/1998,1/7/2002
913,Colectomy,Colectomy,1/7/1998,
914,Other excision procedures on large intestine,Other excision proc on large intestine,1/7/1998,
915,Other stomas of large intestine,Other stomas of large intestine,1/7/1998,
916,Reduction procedures on large intestine,Reduction procedures on large intestine,1/7/1998,
917,Other repair of large intestine,Other repair of large intestine,1/7/1998,
918,Revision procedures on large intestine,Revision procedures on large intestine,1/7/1998,
919,Procedures for malrotation of intestine,Procedures for malrotation of intestine,1/7/1998,1/7/2002
920,"Procedures for intussusception, paediatric","Procedures for intussusception, paed",1/7/1998,1/7/2002
921,Procedures for meconium ileus,Procedures for meconium ileus,1/7/1998,1/7/2002
922,Procedures for neonatal alimentary obstruction,Proc for neonatal alimentary obstruction,1/7/1998,1/7/2002
923,Procedures for acute neonatal necrotising enterocolitis,Procedures for acute NNEC,1/7/1998,1/7/2002
924,Procedures for exomphalos,Procedures for exomphalos,1/7/1998,
925,Other procedures on large intestine,Other procedures on large intestine,1/7/1998,
926,Appendicectomy,Appendicectomy,1/7/1998,
927,Other procedures on appendix,Other procedures on appendix,1/7/1998,
928,Examination procedures on rectum or anus,Exam proc on rectum or anus,1/7/1998,
929,"Application, insertion or removal procedures on rectum or anus","Applicn/ins/R/O proc on rectum or anus",1/7/2000,
930,Incision procedures on rectum or anus,Incision procedures on rectum or anus,1/7/1998,
931,Destruction procedures on rectum or anus,Destruction procedures on rectum or anus,1/7/1998,
932,Rectal or anal biopsy,Rectal or anal biopsy,1/7/1998,
933,Excision of lesion or tissue of rectum or anus,Excision lesion or tissue rectum or anus,1/7/1998,
934,Rectosigmoidectomy or proctectomy,Rectosigmoidectomy or proctectomy,1/7/1998,
935,Anterior resection of rectum,Anterior resection of rectum,1/7/1998,
936,Total proctocolectomy,Total proctocolectomy,1/7/1998,
937,Other excision procedures on rectum or anus,"Other excision procedures rectum/anus",1/7/1998,
938,Anoplasty or anorectoplasty,Anoplasty or anorectoplasty,1/7/2000,
939,Repair of cloacal exstrophy,Repair of cloacal exstrophy,1/7/2000,
940,Other repair procedures on rectum or anus,Other repair procedures rectum or anus,1/7/1998,
941,Procedures for haemorrhoids,Procedures for haemorrhoids,1/7/2000,
942,Other procedures on rectum or anus,Other procedures on rectum or anus,1/7/1998,
943,Excision of lesion of anus,Excision of lesion of anus,1/7/1998,1/7/2002
944,Anoplasty or anorectoplasty,Anoplasty or anorectoplasty,1/7/1998,1/7/2002
945,Repair of cloacal exstrophy,Repair of cloacal exstrophy,1/7/1998,1/7/2002
946,Other repair procedures on anus,Other repair procedures on anus,1/7/1998,1/7/2002
947,Procedures for anal fissure,Procedures for anal fissure,1/7/1998,1/7/2002
948,Procedures for anal fistula,Procedures for anal fistula,1/7/1998,1/7/2002
949,Procedures for haemorrhoids,Procedures for haemorrhoids,1/7/1998,1/7/2002
950,Other procedures on anus,Other procedures on anus,1/7/1998,1/7/2002
951,"Application, insertion or removal procedures on liver","Applicn/insertion/removal proc on liver",1/7/1998,
952,Incision procedures on liver,Incision procedures on liver,1/7/1998,
953,Excision procedures on liver,Excision procedures on liver,1/7/1998,
954,Repair procedures on liver,Repair procedures on liver,1/7/1998,
955,Procedures for hydatid cyst of liver,Procedures for hydatid cyst of liver,1/7/1998,
956,Other procedures on liver,Other procedures on liver,1/7/1998,
957,Examination of gallbladder or biliary tract,Exam of gallbladder or biliary tract,1/7/1998,
958,Stenting of biliary tract,Stenting biliary tract,1/7/1998,
959,Endoscopic and percutaneous removal of calculus,Endoscopic & perc removal of calculus,1/7/1998,
960,Removal and replacement of biliary stent,Removal & replacement of biliary stent,1/7/1998,
961,"Other application, insertion or removal procedures on gallbladder or bile ducts","Applicn/ins/removal proc GB/bile dct",1/7/1998,
962,Destruction procedures on biliary tract and gallbladder,"Destruction proc, biliary tract & GB",1/7/1998,
963,"Incision of gallbladder, biliary tract or sphincter of Oddi","Incision GB/biliary tract/sphc Oddi",1/7/1998,
964,"Biopsy of gallbladder, bile ducts or sphincter of Oddi","Bx GB/bile duct/sphincter of Oddi",1/7/1998,
965,Cholecystectomy,Cholecystectomy,1/7/1998,
966,Resection of hepatic duct or porta hepatis,Resection hepatic duct or porta hepatis,1/7/1998,
967,Resection of choledochal cyst,Resection of choledochal cyst,1/7/1998,
968,"Other excision procedures on gallbladder, bile ducts or sphincter of Oddi","Oth exc proc GB/bile ducts/sphc of Oddi",1/7/1998,
969,Stoma of gallbladder or bile duct,Stoma of gallbladder or bile duct,1/7/1998,
970,Roux-en-Y bypass,Roux-en-Y bypass,1/7/1998,
971,"Other repair of sphincter of Oddi, gallbladder or biliary tract","Other repair gallbladder/biliary tract",1/7/1998,
972,Procedures for portal hypertension,Procedures for portal hypertension,1/7/1998,
973,Other procedures on gallbladder or biliary tract,"Other proc on gallbladder/biliary tract",1/7/1998,
974,Examination of pancreas,Examination of pancreas,1/7/1998,
975,"Application, insertion or removal procedures on pancreas","Applicn/ins/removal proc on pancreas",1/7/1998,
976,Incision procedures on pancreas,Incision procedures on pancreas,1/7/1998,
977,Biopsy of pancreas,Biopsy of pancreas,1/7/1998,
978,Pancreatectomy,Pancreatectomy,1/7/1998,
979,Other excision procedures on pancreas or pancreatic duct,Oth exc lsn pancr or pancr duct,1/7/1998,
980,Anastomosis of pancreas,Anastomosis of pancreas,1/7/1998,
981,Other repair procedures on pancreas,Other repair procedures on pancreas,1/7/1998,
982,Other procedures on pancreas,Other procedures on pancreas,1/7/1998,
983,"Application, insertion or removal procedures on abdomen, peritoneum or omentum","Applicn ins R/O proc abdo/peritnm/omentm",1/7/1998,
984,Laparoscopy,Laparoscopy,1/7/1998,
985,Laparotomy,Laparotomy,1/7/1998,
986,Division of abdominal adhesions,Division of abdominal adhesions,1/7/1998,
987,"Other incision procedures on abdomen, peritoneum or omentum","Oth incision proc on abdo/peritnm/omentm",1/7/1998,
988,"Biopsy of abdomen, peritoneum or omentum","Bx of abdomen, peritoneum or omentum",1/7/1998,
989,"Other excision procedures on abdomen, peritoneum or omentum","Oth exc proc on abdo/peritnm/omentum",1/7/1998,
990,Repair of inguinal hernia,Repair of inguinal hernia,1/7/1998,
991,Repair of femoral hernia,Repair of femoral hernia,1/7/1998,
992,"Repair of umbilical, epigastric or linea alba hernia","Repair umb/epigastric/linea alba hernia",1/7/1998,
993,Repair of incisional hernia,Repair of incisional hernia,1/7/1998,
994,Repair of parastomal hernia,Repair of parastomal hernia,1/7/1998,
995,"Repair of ventral hernia, paediatric","Repair of ventral hernia, paediatric",1/7/1998,1/7/2002
996,Repair of other abdominal wall hernia,Repair of other abdominal wall hernia,1/7/1998,
997,"Repair of incarcerated, obstructed or strangulated hernia",Rep incarcerated obstr or strangd hernia,1/7/1998,
998,Repair of diaphragmatic hernia,Repair of diaphragmatic hernia,1/7/1998,
999,Repair of congenital diaphragmatic hernia,Repair congenital diaphragmatic hernia,1/7/1998,1/7/2002
