code_id,code_id_clean,ascii_desc,block,block_desc,axis_2_desc,axis_1_desc,chapter_id,chapter_range,chapter_desc
39131-00,3913100,Adjustment of epidural electrodes,43,"Insertion, replacement or removal of epidural electrodes","Application, insertion, removal",Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39136-01,3913601,Removal of epidural electrodes,43,"Insertion, replacement or removal of epidural electrodes","Application, insertion, removal",Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39137-00,3913700,Replacement of epidural electrodes,43,"Insertion, replacement or removal of epidural electrodes","Application, insertion, removal",Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39139-00,3913900,Insertion of epidural electrodes by laminectomy,43,"Insertion, replacement or removal of epidural electrodes","Application, insertion, removal",Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39124-00,3912400,Cordotomy,45,Cordotomy or myelotomy,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39124-01,3912401,Myelotomy,45,Cordotomy or myelotomy,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39124-02,3912402,Dorsal root entry zone [DREZ] procedure,45,Cordotomy or myelotomy,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51011-00,5101100,"Decompression of cervical spinal cord, 1 level",46,Decompression of spinal cord or canal,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51011-01,5101101,"Decompression of thoracic spinal cord, 1 level",46,Decompression of spinal cord or canal,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51011-02,5101102,"Decompression of thoracolumbar spinal cord,1 level",46,Decompression of spinal cord or canal,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51011-03,5101103,"Decompression of lumbar spinal canal, 1 level",46,Decompression of spinal cord or canal,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51012-00,5101200,"Decompression of cervical spinal cord, 2 or more levels",46,Decompression of spinal cord or canal,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51012-01,5101201,"Decompression of thoracic spinal cord, 2 or more levels",46,Decompression of spinal cord or canal,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51012-02,5101202,"Decompression of thoracolumbar spinal cord, 2 or more levels",46,Decompression of spinal cord or canal,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51012-03,5101203,"Decompression of lumbar spinal canal, 2 or more levels",46,Decompression of spinal cord or canal,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
40112-00,4011200,Release of tethered spinal cord,49,Other incision procedures on spinal canal or spinal cord structures,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
40330-00,4033000,Decompression of spinal nerve roots,49,Other incision procedures on spinal canal or spinal cord structures,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
90031-00,9003100,Incision and drainage of spinal canal or spinal cord structures,49,Other incision procedures on spinal canal or spinal cord structures,Incision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
90010-00,9001000,Biopsy of spinal cord or spinal meninges,50,Biopsy of spinal cord or spinal meninges,Excision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
40300-00,4030000,"Discectomy, 1 level",52,Discectomy,Excision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
40300-01,4030001,"Discectomy, 2 or more levels",52,Discectomy,Excision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51071-00,5107100,Removal of spinal intradural lesion,53,Removal of spinal lesion,Excision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51071-01,5107101,Removal of spinal extradural lesion,53,Removal of spinal lesion,Excision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51072-00,5107200,Procedure for lesion of craniocervical junction,53,Removal of spinal lesion,Excision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51073-00,5107300,Removal of spinal intramedullary lesion,53,Removal of spinal lesion,Excision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
90011-06,9001106,Other excision procedures on spinal canal or spinal cord structures,54,Other excision procedures on spinal canal or spinal cord structures,Excision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
40100-00,4010000,Repair of spinal meningocele,55,Repair of spinal canal or spinal cord structures,Repair,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
40103-00,4010300,Repair of myelomeningocele,55,Repair of spinal canal or spinal cord structures,Repair,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
90011-02,9001102,Other repair on spinal canal or spinal cord structures,55,Repair of spinal canal or spinal cord structures,Repair,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39125-01,3912501,Revision of spinal catheter,56,Revision procedures on spinal canal or spinal cord structures,Revision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39126-00,3912600,Revision of implantable spinal infusion device or pump,56,Revision procedures on spinal canal or spinal cord structures,Revision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51145-00,5114500,Postoperative reopening of laminotomy or laminectomy site,56,Revision procedures on spinal canal or spinal cord structures,Revision,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39121-00,3912100,Functional spinal stereotactic procedure,58,Functional spinal stereotactic procedure,Other procedures,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51130-00,5113000,"Insertion of intervertebral disc prosthesis, 1 level",59,Other procedures on spinal canal or spinal cord structures,Other procedures,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51130-01,5113001,"Insertion of intervertebral disc prosthesis, 2 or more levels",59,Other procedures on spinal canal or spinal cord structures,Other procedures,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51130-02,5113002,"Revision of intervertebral disc prosthesis, 1 level",59,Other procedures on spinal canal or spinal cord structures,Other procedures,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51130-03,5113003,"Revision of intervertebral disc prosthesis, 2 or more levels",59,Other procedures on spinal canal or spinal cord structures,Other procedures,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51130-04,5113004,"Removal of intervertebral disc prosthesis, 1 level",59,Other procedures on spinal canal or spinal cord structures,Other procedures,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
51130-05,5113005,"Removal of intervertebral disc prosthesis, 2 or more levels",59,Other procedures on spinal canal or spinal cord structures,Other procedures,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
90011-00,9001100,Other diagnostic procedures on spinal canal or spinal cord structures,59,Other procedures on spinal canal or spinal cord structures,Other procedures,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
90011-01,9001101,Other procedures on spinal canal or spinal cord structures,59,Other procedures on spinal canal or spinal cord structures,Other procedures,Spinal canal and spinal cord structures,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18234-00,1823400,Administration of anaesthetic agent around primary branch of trigeminal nerve,60,Administration of anaesthetic agent around cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18236-00,1823600,Administration of anaesthetic agent around peripheral branch of trigeminal nerve,60,Administration of anaesthetic agent around cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18238-00,1823800,Administration of anaesthetic agent around facial nerve,60,Administration of anaesthetic agent around cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18240-00,1824000,Retrobulbar or peribulbar administration of anaesthetic agent,60,Administration of anaesthetic agent around cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18244-00,1824400,Administration of anaesthetic agent around vagus nerve,60,Administration of anaesthetic agent around cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18246-00,1824600,Administration of anaesthetic agent around glossopharyngeal nerve,60,Administration of anaesthetic agent around cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18250-00,1825000,Administration of anaesthetic agent around spinal accessory nerve,60,Administration of anaesthetic agent around cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
90023-00,9002300,Administration of anaesthetic agent around other cranial nerve,60,Administration of anaesthetic agent around cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18290-00,1829000,Administration of neurolytic agent into other cranial nerve,61,Administration of neurolytic agent into cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39100-00,3910000,Administration of neurolytic agent into primary branch of trigeminal nerve,61,Administration of neurolytic agent into cranial nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39013-02,3901302,Administration of anaesthetic agent around posterior primary rami of spinal nerve,62,Administration of agent into posterior primary rami of spinal nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
39013-03,3901303,Administration of neurolytic agent into posterior primary rami of spinal nerve,62,Administration of agent into posterior primary rami of spinal nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18242-00,1824200,Administration of anaesthetic agent around occipital nerve,63,Administration of anaesthetic agent around other peripheral nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18248-00,1824800,Administration of anaesthetic agent around phrenic nerve,63,Administration of anaesthetic agent around other peripheral nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18252-00,1825200,Administration of anaesthetic agent around cervical plexus,63,Administration of anaesthetic agent around other peripheral nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
18254-00,1825400,Administration of anaesthetic agent around brachial plexus,63,Administration of anaesthetic agent around other peripheral nerve,"Application, insertion, removal",Peripheral nervous system,1,Blocks 1-86,Procedures on nervous system (blocks 1-86)
