code_id,code_id_clean,aust_code,ascii_desc,ascii_short_desc,effective_from,inactive,reactivated
"M8093/3",M80933,0,"Basal cell carcinoma, fibroepithelial","BCC, fibroepithelial",1/7/1998,,
"M8093/6",M80936,1,"Basal cell carcinoma, fibroepithelial, metastatic","BCC, fibroepithelial, met",1/7/2002,,
"M8093/9",M80939,1,"Basal cell carcinoma, fibroepithelial, uncertain whether primary or metastatic","BCC, fibroepithelial, up/m",1/7/2002,,
"M8094/1",M80941,1,"Basosquamous tumour, uncertain whether benign or malignant","Basosquamous tum, ub/m",1/7/2002,,
"M8094/2",M80942,1,"Basosquamous carcinoma, in situ","Basosquamous ca, insit",1/7/2002,,
"M8094/3",M80943,0,Basosquamous carcinoma,Basosquamous ca,1/7/1998,,
"M8094/6",M80946,1,"Basosquamous carcinoma, metastatic","Basosquamous ca, met",1/7/2002,,
"M8094/9",M80949,1,"Basosquamous carcinoma, uncertain whether primary or metastatic","Basosquamous ca, up/m",1/7/2002,,
"M8095/2",M80952,1,"Metatypical carcinoma, in situ","Metatypical ca, insit",1/7/2002,,
"M8095/3",M80953,0,Metatypical carcinoma,Metatypical ca,1/7/1998,,
"M8095/6",M80956,1,"Metatypical carcinoma, metastatic","Metatypical ca, met",1/7/2002,,
"M8095/9",M80959,1,"Metatypical carcinoma, uncertain whether primary or metastatic","Metatypical ca, up/m",1/7/2002,,
"M8096/0",M80960,0,Intraepidermal epithelioma of Jadassohn,Intraepidermal epithelioma of Jadassohn,1/7/1998,,
"M8097/1",M80971,1,"Basal cell tumour, nodular, uncertain whether benign or malignant","Basal cell tum, nodular, ub/m",1/7/2002,,
"M8097/2",M80972,1,"Basal cell carcinoma, nodular, in situ","BCC, nodular, insit",1/7/2002,,
"M8097/3",M80973,0,"Basal cell carcinoma, nodular","BCC, nodular",1/7/2002,,
"M8097/6",M80976,1,"Basal cell carcinoma, nodular, metastatic","BCC, nodular, met",1/7/2002,,
"M8097/9",M80979,1,"Basal cell carcinoma, nodular, uncertain whether primary or metastatic","BCC, nodular, up/m",1/7/2002,,
"M8098/1",M80981,1,"Adenoid basal tumour, uncertain whether benign or malignant","Adenoid basal tum, ub/m",1/7/2002,,
"M8098/2",M80982,1,"Adenoid basal carcinoma, in situ","Adenoid basal ca, insit",1/7/2002,,
"M8098/3",M80983,0,Adenoid basal carcinoma,Adenoid basal ca,1/7/2002,,
"M8098/6",M80986,1,"Adenoid basal carcinoma, metastatic","Adenoid basal ca, met",1/7/2002,,
"M8098/9",M80989,1,"Adenoid basal carcinoma, uncertain whether primary or metastatic","Adenoid basal ca, up/m",1/7/2002,,
"M8100/0",M81000,0,Trichoepithelioma,Trichoepithelioma,1/7/1998,,
"M8100/1",M81001,1,"Trichoepithelioma, uncertain whether benign or malignant","Trichoepithelioma, ub/m",1/7/2002,,
"M8100/2",M81002,1,"Trichoepithelioma, in situ","Trichoepithelioma, insit",1/7/2013,,
"M8100/3",M81003,0,Trichoblastic carcinoma,Trichoblastic carcinoma,1/7/2002,,
"M8100/6",M81006,1,"Trichoblastic carcinoma, metastatic",Trichoblastic carcinoma met,1/7/2002,,
"M8100/9",M81009,1,"Trichoblastic carcinoma, uncertain whether primary or metastatic","Trichoblastic carcinoma up/m",1/7/2002,,
"M8101/0",M81010,0,Trichofolliculoma,Trichofolliculoma,1/7/1998,,
"M8101/1",M81011,1,"Trichofolliculoma, uncertain whether benign or malignant","Trichofolliculoma, ub/m",1/7/2002,,
"M8101/2",M81012,1,"Trichofolliculoma, in situ","Trichofolliculoma, insit",1/7/2013,,
"M8101/3",M81013,1,"Trichofolliculoma, malignant","Trichofolliculoma, malg",1/7/2002,,
"M8101/6",M81016,1,"Trichofolliculoma, metastatic","Trichofolliculoma, met",1/7/2002,,
"M8101/9",M81019,1,"Trichofolliculoma, uncertain whether primary or metastatic","Trichofolliculoma, up/m",1/7/2002,,
"M8102/0",M81020,0,Trichilemmoma,Trichilemmoma,1/7/1998,,
"M8102/1",M81021,1,"Trichilemmoma, uncertain whether benign or malignant","Trichilemmoma, ub/m",1/7/2002,,
"M8102/2",M81022,1,"Trichilemmocarcinoma, in situ","Trichilemmocarcinoma, insit",1/7/2013,,
"M8102/3",M81023,0,Trichilemmocarcinoma,Trichilemmocarcinoma,1/7/2002,,
"M8102/6",M81026,1,"Trichilemmocarcinoma, metastatic","Trichilemmocarcinoma, met",1/7/2002,,
"M8102/9",M81029,1,"Trichilemmocarcinoma, uncertain whether primary or metastatic","Trichilemmocarcinoma, up/m",1/7/2002,,
"M8103/0",M81030,0,Pilar tumour,Pilar tum,1/7/2002,,
"M8103/1",M81031,0,Proliferating trichilemmal cyst,Proliferating trichilemmal cyst,1/7/2002,,
"M8103/2",M81032,1,"Proliferating trichilemmal tumour, in situ",Proliferating trichilemmal tumour insit,1/7/2013,,
"M8103/3",M81033,1,"Proliferating trichilemmal tumour, malignant",Proliferating trichilemmal tumour malg,1/7/2002,,
"M8103/6",M81036,1,"Proliferating trichilemmal tumour, malignant, metastatic",Proliferating trichilemmal tumour met,1/7/2002,,
"M8103/9",M81039,1,"Proliferating trichilemmal tumour, malignant, uncertain whether primary or metastatic","Proliferating trichilemmal tumour up/m",1/7/2002,,
"M8104/0",M81040,0,Pilar sheath acanthoma,Pilar sheath acanthoma,1/7/2022,,
"M8110/0",M81100,0,Pilomatricoma NOS,Pilomatricoma NOS,1/7/1998,,
"M8110/1",M81101,1,"Pilomatricoma, uncertain whether benign or malignant","Pilomatricoma ub/m",1/7/2002,,
"M8110/2",M81102,1,"Pilomatrical carcinoma, in situ",Pilomatrical carcinoma in situ,1/7/2013,,
"M8110/3",M81103,0,Pilomatrical carcinoma,Pilomatrical carcinoma,1/7/1998,,
"M8110/6",M81106,1,"Pilomatrical carcinoma, metastatic",Pilomatrical carcinoma metastatic,1/7/2002,,
"M8110/9",M81109,1,"Pilomatrical carcinoma, uncertain whether primary or metastatic","Pilomatrical carcinoma up/m",1/7/2002,,
"M8120/0",M81200,0,Urothelial papilloma NOS,Urothelial papilloma NOS,1/7/1998,,
"M8120/1",M81201,0,Urothelial papilloma NOS,Urothelial papilloma NOS,1/7/1998,1/7/2022,
"M8120/2",M81202,0,Urothelial carcinoma in situ,Urothelial carcinoma in situ,1/7/1998,,
"M8120/3",M81203,0,Transitional cell carcinoma NOS,Transitional cell ca NOS,1/7/1998,,
"M8120/6",M81206,1,"Transitional cell carcinoma NOS, metastatic","Transitional cell ca NOS, met",1/7/2002,,
"M8120/9",M81209,1,"Transitional cell carcinoma NOS, uncertain whether primary or metastatic","Transitional cell ca NOS, up/m",1/7/2002,,
"M8121/0",M81210,0,"Sinonasal papilloma, exophytic",Sinonasal papilloma exophytic,1/7/1998,,
"M8121/1",M81211,0,"Sinonasal papilloma, inverted",Sinonasal papilloma inverted,1/7/1998,,
"M8121/2",M81212,1,"Schneiderian carcinoma, in situ","Schneiderian ca, insit",1/7/2013,,
"M8121/3",M81213,0,Schneiderian carcinoma,Schneiderian ca,1/7/1998,,
"M8121/6",M81216,1,"Schneiderian carcinoma, metastatic","Schneiderian ca, met",1/7/2002,,
"M8121/9",M81219,1,"Schneiderian carcinoma, uncertain whether primary or metastatic","Schneiderian ca, up/m",1/7/2002,,
"M8122/1",M81221,1,"Urothelial carcinoma, sarcomatoid, uncertain whether benign or malignant","Urothelial carcinoma sarcomatoid ub/m",1/7/2002,,
"M8122/2",M81222,1,"Urothelial carcinoma, sarcomatoid, in situ",Urothelial carcinoma sarcomatoid in situ,1/7/2013,,
"M8122/3",M81223,0,"Urothelial carcinoma, sarcomatoid",Urothelial carcinoma sarcomatoid,1/7/1998,,
"M8122/6",M81226,1,"Urothelial carcinoma, sarcomatoid, metastatic",Urothelial carcinoma sarcomatoid met,1/7/2002,,
"M8122/9",M81229,1,"Urothelial carcinoma, sarcomatoid, uncertain whether primary or metastatic","Urothelial carcinoma sarcomatoid up/m",1/7/2002,,
"M8123/2",M81232,1,"Basaloid carcinoma, in situ","Basaloid ca, insit",1/7/2002,,
"M8123/3",M81233,0,Basaloid carcinoma,Basaloid ca,1/7/1998,,
"M8123/6",M81236,1,"Basaloid carcinoma, metastatic","Basaloid ca, met",1/7/2002,,
"M8123/9",M81239,1,"Basaloid carcinoma, uncertain whether primary or metastatic","Basaloid ca, up/m",1/7/2002,,
"M8124/2",M81242,1,"Cloacogenic carcinoma, in situ","Cloacogenic ca, insit",1/7/2002,,
"M8124/3",M81243,0,Cloacogenic carcinoma,Cloacogenic ca,1/7/1998,,
"M8124/6",M81246,1,"Cloacogenic carcinoma, metastatic","Cloacogenic ca, met",1/7/2002,,
"M8124/9",M81249,1,"Cloacogenic carcinoma, uncertain whether primary or metastatic","Cloacogenic ca, up/m",1/7/2002,,
"M8130/0",M81300,1,Papillary urothelial cell neoplasm,Papillary urothelial cell neoplasm,1/7/2002,,
"M8130/1",M81301,0,Papillary urothelial neoplasm of low malignant potential,Papillary urothelial neoplm low malg p,1/7/2002,,
"M8130/2",M81302,0,"Papillary urothelial carcinoma, noninvasive",Papillary urothelial ca noninvasive,1/7/2002,,
"M8130/3",M81303,0,Papillary urothelial carcinoma,Papillary urothelial carcinoma,1/7/1998,,
"M8130/6",M81306,1,"Papillary urothelial carcinoma, metastatic",Papillary urothelial carcinoma met,1/7/2002,,
"M8130/9",M81309,1,"Papillary urothelial carcinoma, uncertain whether primary or metastatic","Papillary urothelial carcinoma up/m",1/7/2002,,
"M8131/2",M81312,1,"Urothelial carcinoma, micropapillary, in situ",Urothelial ca micropapillary in situ,1/7/2002,,
"M8131/3",M81313,0,"Urothelial carcinoma, micropapillary",Urothelial carcinoma micropapillary,1/7/2002,,
"M8131/6",M81316,1,"Urothelial carcinoma, micropapillary, metastatic",Urothelial ca micropapillary metastatic,1/7/2002,,
"M8131/9",M81319,1,"Urothelial carcinoma, micropapillary, uncertain whether primary or metastatic","Urothelial carcinoma micropapillary up/m",1/7/2002,,
"M8140/0",M81400,0,Adenoma NOS,Adenoma NOS,1/7/1998,,
"M8140/1",M81401,0,Atypical adenoma,Atypical adenoma,1/7/1998,,
"M8140/2",M81402,0,Adenocarcinoma in situ NOS,Adenoca insit NOS,1/7/1998,,
"M8140/3",M81403,0,Adenocarcinoma NOS,Adenoca NOS,1/7/1998,,
"M8140/6",M81406,0,"Adenocarcinoma, metastatic NOS","Adenoca, met NOS",1/7/1998,,
"M8140/9",M81409,1,"Adenocarcinoma, metastatic NOS, uncertain whether primary or metastatic","Adenoca, met NOS, up/m",1/7/2002,,
"M8141/2",M81412,1,"Scirrhous adenocarcinoma, in situ","Scirrhous adenoca, insit",1/7/2013,,
"M8141/3",M81413,0,Scirrhous adenocarcinoma,Scirrhous adenoca,1/7/1998,,
"M8141/6",M81416,1,"Scirrhous adenocarcinoma, metastatic","Scirrhous adenoca, met",1/7/2002,,
"M8141/9",M81419,1,"Scirrhous adenocarcinoma, uncertain whether primary or metastatic","Scirrhous adenoca, up/m",1/7/2002,,
"M8142/2",M81422,1,"Linitis plastica, in situ","Linitis plastica, insit",1/7/2013,,
"M8142/3",M81423,0,Linitis plastica,Linitis plastica,1/7/1998,,
"M8142/6",M81426,1,"Linitis plastica, metastatic","Linitis plastica, met",1/7/2002,,
"M8142/9",M81429,1,"Linitis plastica, uncertain whether primary or metastatic","Linitis plastica, up/m",1/7/2002,,
"M8143/2",M81432,1,"Superficial spreading adenocarcinoma, in situ","Spfl spreading adenoca, insit",1/7/2002,,
"M8143/3",M81433,0,Superficial spreading adenocarcinoma,Spfl spreading adenoca,1/7/1998,,
"M8143/6",M81436,1,"Superficial spreading adenocarcinoma, metastatic","Spfl spreading adenoca, met",1/7/2002,,
"M8143/9",M81439,1,"Superficial spreading adenocarcinoma, uncertain whether primary or metastatic","Spfl spreading adenoca, up/m",1/7/2002,,
"M8144/0",M81440,0,"Adenoma, intestinal type",Adenoma intestinal type,1/7/2022,,
"M8144/2",M81442,1,"Adenocarcinoma, intestinal type, in situ","Adenoca, intestinal type, insit",1/7/2002,,
"M8144/3",M81443,0,"Adenocarcinoma, intestinal type","Adenoca, intestinal type",1/7/1998,,
"M8144/6",M81446,1,"Adenocarcinoma, intestinal type, metastatic","Adenoca, intestinal type, met",1/7/2002,,
"M8144/9",M81449,1,"Adenocarcinoma, intestinal type, uncertain whether primary or metastatic","Adenoca, intestinal type, up/m",1/7/2002,,
"M8145/2",M81452,1,"Carcinoma, diffuse type, in situ","Ca, diffuse type, insit",1/7/2002,,
"M8145/3",M81453,0,"Carcinoma, diffuse type","Ca, diffuse type",1/7/1998,,
"M8145/6",M81456,1,"Carcinoma, diffuse type, metastatic","Ca, diffuse type, met",1/7/2002,,
"M8145/9",M81459,1,"Carcinoma, diffuse type, uncertain whether primary or metastatic","Ca, diffuse type, up/m",1/7/2002,,
"M8146/0",M81460,0,Monomorphic adenoma,Monomorphic adenoma,1/7/1998,,
"M8147/0",M81470,0,Basal cell adenoma,Basal cell adenoma,1/7/1998,,
"M8147/1",M81471,1,"Basal cell adenoma, uncertain whether benign or malignant","Basal cell adenoma, ub/m",1/7/2013,,
"M8147/2",M81472,1,"Basal cell adenocarcinoma, in situ","Basal cell adenoca, insit",1/7/2013,,
"M8147/3",M81473,0,Basal cell adenocarcinoma,Basal cell adenoca,1/7/1998,,
"M8147/6",M81476,1,"Basal cell adenocarcinoma, metastatic","Basal cell adenoca, met",1/7/2002,,
"M8147/9",M81479,1,"Basal cell adenocarcinoma, uncertain whether primary or metastatic","Basal cell adenoca, up/m",1/7/2002,,
"M8148/0",M81480,0,"Glandular intraepithelial neoplasia, low grade","Glndr intraepthl neoplasia, low grade",1/7/2013,,
"M8148/2",M81482,0,"Glandular intraepithelial neoplasia, high grade","Glndr intraepthl neoplasia, high grade",1/7/2002,,
"M8149/0",M81490,0,Canalicular adenoma,Canalicular adenoma,1/7/2002,,
"M8150/0",M81500,0,Pancreatic neuroendocrine microadenoma,Pancreatic neuroendocrine microadenoma,1/7/1998,,
"M8150/1",M81501,0,"Pancreatic endocrine tumour, NOS","Pancreatic endo tum, NOS",1/7/2002,1/7/2022,
"M8150/2",M81502,1,"Pancreatic neuroendocrine tumour, in situ",Pancreatic neuroendo tum in situ,1/7/2013,,
"M8150/3",M81503,0,"Pancreatic neuroendocrine tumour, nonfunctioning",Pancreatic neuroendo tum nonfunctioning,1/7/1998,,
"M8150/6",M81506,1,"Pancreatic neuroendocrine tumour, nonfunctioning, metastatic",Pancr neuroendo tum nonfunctioning met,1/7/2002,,
"M8150/9",M81509,1,"Pancreatic neuroendocrine tumour, nonfunctioning, uncertain whether primary or metastatic","Pancr neuroendo tum nonfunctioning up/m",1/7/2002,,
"M8151/0",M81510,0,Insulinoma NOS,Insulinoma NOS,1/7/1998,1/7/2022,
"M8151/1",M81511,1,"Insulinoma, uncertain whether benign or malignant","Insulinoma, ub/m",1/7/2002,1/7/2022,
"M8151/2",M81512,1,"Insulinoma, in situ","Insulinoma, insit",1/7/2013,,
"M8151/3",M81513,0,Insulinoma NOS,Insulinoma NOS,1/7/1998,,
"M8151/6",M81516,1,"Insulinoma NOS, metastatic",Insulinoma NOS metastatic,1/7/2002,,
"M8151/9",M81519,1,"Insulinoma NOS, uncertain whether primary or metastatic","Insulinoma NOS up/m",1/7/2002,,
"M8152/0",M81520,0,Glucagonoma NOS (D13.7),Glucagonoma NOS,1/7/1998,1/7/2002,
"M8152/1",M81521,0,Glucagonoma NOS,Glucagonoma NOS,1/7/2002,1/7/2022,
"M8152/2",M81522,1,"Glucagonoma, in situ","Glucagonoma, insit",1/7/2013,,
"M8152/3",M81523,0,Glucagonoma,Glucagonoma,1/7/1998,,
"M8152/6",M81526,1,"Glucagonoma, metastatic",Glucagonoma metastatic,1/7/2002,,
"M8152/9",M81529,1,"Glucagonoma, uncertain whether primary or metastatic","Glucagonoma up/m",1/7/2002,,
"M8153/0",M81530,1,"Gastrinoma, benign","Gastrinoma, benign",1/7/2013,,
"M8153/1",M81531,0,Gastrinoma NOS,Gastrinoma NOS,1/7/1998,1/7/2022,
"M8153/2",M81532,1,"Gastrinoma, in situ","Gastrinoma, insit",1/7/2013,,
"M8153/3",M81533,0,Gastrinoma,Gastrinoma,1/7/1998,,
"M8153/6",M81536,1,"Gastrinoma, metastatic",Gastrinoma met,1/7/2002,,
"M8153/9",M81539,1,"Gastrinoma, uncertain whether primary or metastatic","Gastrinoma up/m",1/7/2002,,
"M8154/1",M81541,1,"Mixed neuroendocrine non-neuroendocrine neoplasm [MiNEN], uncertain whether benign or malignant","Mx neuroendo non neuroendo neoplm ub/m",1/7/2002,,
"M8154/2",M81542,1,"Mixed neuroendocrine non-neuroendocrine neoplasm [MiNEN], in situ",Mx neuroendo non neuroendo neoplm insit,1/7/2013,,
"M8154/3",M81543,0,Mixed neuroendocrine non-neuroendocrine neoplasm [MiNEN],Mixed neuroendo non neuroendo neoplm,1/7/1998,,
"M8154/6",M81546,1,"Mixed neuroendocrine non-neuroendocrine neoplasm [MiNEN], metastatic",Mx neuroendo non neuroendo neoplm met,1/7/2002,,
"M8154/9",M81549,1,"Mixed neuroendocrine non-neuroendocrine neoplasm [MiNEN], uncertain whether primary or metastatic","Mx neuroendo non neuroendo neoplm up/m",1/7/2002,,
"M8155/1",M81551,0,Vipoma NOS,Vipoma NOS,1/7/2002,1/7/2022,
"M8155/2",M81552,1,"Vipoma, in situ","Vipoma, insit",1/7/2013,,
"M8155/3",M81553,0,Vipoma,Vipoma,1/7/1998,,
"M8155/6",M81556,1,"Vipoma, metastatic",Vipoma metastatic,1/7/2002,,
"M8155/9",M81559,1,"Vipoma, uncertain whether primary or metastatic","Vipoma up/m",1/7/2002,,
"M8156/1",M81561,0,Somatostatinoma NOS,Somatostatinoma NOS,1/7/2002,1/7/2022,
"M8156/2",M81562,1,"Somatostatinoma, in situ","Somatostatinoma, insit",1/7/2013,,
"M8156/3",M81563,0,Somatostatinoma,Somatostatinoma,1/7/2002,,
"M8156/6",M81566,1,"Somatostatinoma, metastatic",Somatostatinoma metastatic,1/7/2002,,
"M8156/9",M81569,1,"Somatostatinoma, uncertain whether primary or metastatic","Somatostatinoma up/m",1/7/2002,,
"M8157/1",M81571,0,Enteroglucagonoma NOS,Enteroglucagonoma NOS,1/7/2002,1/7/2013,
"M8157/3",M81573,0,"Enteroglucagonoma, malignant","Enteroglucagonoma, malg",1/7/2002,1/7/2013,
"M8157/6",M81576,1,"Enteroglucagonoma, malignant, metastatic","Enteroglucagonoma, malg, met",1/7/2002,1/7/2013,
"M8157/9",M81579,1,"Enteroglucagonoma, malignant, uncertain whether primary or metastatic","Enteroglucagonoma, malg, up/m",1/7/2002,1/7/2013,
"M8158/1",M81581,0,"Endocrine tumour, functioning, NOS","Endo tum, functioning, NOS",1/7/2013,1/7/2022,
"M8158/3",M81583,0,ACTH-producing tumour,ACTH producing tumour,1/7/2022,,
"M8158/6",M81586,1,"ACTH-producing tumour, metastatic",ACTH producing tumour metastatic,1/7/2022,,
"M8158/9",M81589,1,"ACTH-producing tumour, uncertain whether primary or metastatic","ACTH producing tumour up/m",1/7/2022,,
"M8160/0",M81600,0,Bile duct adenoma,Bile duct adenoma,1/7/1998,,
"M8160/1",M81601,1,"Bile duct adenoma, uncertain whether benign or malignant","Bile duct adenoma, ub/m",1/7/2002,,
"M8160/2",M81602,1,"Cholangiocarcinoma, in situ","Cholangiocarcinoma, insit",1/7/2002,,
"M8160/3",M81603,0,Cholangiocarcinoma,Cholangiocarcinoma,1/7/1998,,
"M8160/6",M81606,1,"Cholangiocarcinoma, metastatic","Cholangiocarcinoma, met",1/7/2002,,
"M8160/9",M81609,1,"Cholangiocarcinoma, uncertain whether primary or metastatic","Cholangiocarcinoma, up/m",1/7/2002,,
"M8161/0",M81610,0,Bile duct cystadenoma,Bile duct cystadenoma,1/7/1998,,
"M8161/1",M81611,1,"Bile duct cystadenoma, uncertain whether benign or malignant","Bile duct cystadenoma, ub/m",1/7/2002,,
"M8161/2",M81612,1,"Bile duct cystadenocarcinoma, in situ","Bile duct cystadenoca, insit",1/7/2002,,
"M8161/3",M81613,0,Bile duct cystadenocarcinoma,Bile duct cystadenoca,1/7/1998,,
"M8161/6",M81616,1,"Bile duct cystadenocarcinoma, metastatic","Bile duct cystadenoca, met",1/7/2002,,
"M8161/9",M81619,1,"Bile duct cystadenocarcinoma, uncertain whether primary or metastatic","Bile duct cystadenoca, up/m",1/7/2002,,
"M8162/2",M81622,1,"Perihilar cholangiocarcinoma, in situ",Perihilar cholangiocarcinoma in situ,1/7/2013,,
"M8162/3",M81623,0,Perihilar cholangiocarcinoma,Perihilar cholangiocarcinoma,1/7/1998,,
"M8162/6",M81626,1,"Perihilar cholangiocarcinoma, metastatic",Perihilar cholangiocarcinoma metastatic,1/7/2002,,
"M8162/9",M81629,1,"Perihilar cholangiocarcinoma, malignant, uncertain whether primary or metastatic","Perihilar cholangiocarcinoma malg up/m",1/7/2002,,
"M8163/0",M81630,0,"Pancreatobiliary neoplasm, noninvasive","Pancreatobiliary neoplm, non-invas",1/7/2013,,
"M8163/2",M81632,0,"Papillary neoplasm, pancreatobiliary-type, with high grade intraepithelial neoplasia","Papilry neoplm,pancrbil-type, high grade",1/7/2013,,
"M8163/3",M81633,0,Pancreatobiliary-type carcinoma,Pancrbil-type ca,1/7/2013,,
"M8163/6",M81636,1,"Pancreatobiliary-type carcinoma, metastatic","Pancrbil-type ca, met",1/7/2013,,
