code_id,code_id_clean,block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,AgeL,AgeH,Atype,rare_use_flag
13706-09,1370609,802,"Allogeneic bone marrow or stem cell transplantation, other donor, without in vitro processing","Allo bm/sc trnsplnt oth don wo in vitro",1/7/2000,1/7/2022,,,,,0
13706-10,1370610,802,"Allogeneic bone marrow or stem cell transplantation, other donor, with in vitro processing","Allo bm/sc trnsplnt oth don w in vitro",1/7/2000,1/7/2022,,,,,0
13706-20,1370620,820,"Haematopoietic stem cell transplantation, autologous donor, bone marrow",HSCT autologous donor bone marrow,1/7/2022,,,,,,0
13706-21,1370621,820,"Haematopoietic stem cell transplantation, autologous donor, cord blood",HSCT autologous donor cord blood,1/7/2022,,,,,,0
13706-22,1370622,820,"Haematopoietic stem cell transplantation, autologous donor, peripheral blood",HSCT autologous donor peripheral blood,1/7/2022,,,,,,0
13706-29,1370629,820,"Haematopoietic stem cell transplantation, autologous donor, stem cells, not elsewhere classified",HSCT autologous donor stem cells NEC,1/7/2022,,,,,,0
13706-30,1370630,820,"Haematopoietic stem cell transplantation, allogeneic, matched related donor [MRD], bone marrow",HSCT allogeneic MRD bone marrow,1/7/2022,,,,,,0
13706-31,1370631,820,"Haematopoietic stem cell transplantation, allogeneic, matched related donor [MRD], cord blood",HSCT allogeneic MRD cord blood,1/7/2022,,,,,,0
13706-32,1370632,820,"Haematopoietic stem cell transplantation, allogeneic, matched related donor [MRD], peripheral blood",HSCT allogeneic MRD peripheral blood,1/7/2022,,,,,,0
13706-39,1370639,820,"Haematopoietic stem cell transplantation, allogeneic, matched related donor [MRD], stem cells, not elsewhere classified",HSCT allogeneic MRD stem cells NEC,1/7/2022,,,,,,0
13706-40,1370640,820,"Haematopoietic stem cell transplantation, allogeneic, matched unrelated donor [MUD], bone marrow",HSCT allogeneic MUD bone marrow,1/7/2022,,,,,,0
13706-41,1370641,820,"Haematopoietic stem cell transplantation, allogeneic, matched unrelated donor [MUD], cord blood",HSCT allogeneic MUD cord blood,1/7/2022,,,,,,0
13706-42,1370642,820,"Haematopoietic stem cell transplantation, allogeneic, matched unrelated donor [MUD], peripheral blood",HSCT allogeneic MUD peripheral blood,1/7/2022,,,,,,0
13706-49,1370649,820,"Haematopoietic stem cell transplantation, allogeneic, matched unrelated donor [MUD], stem cells, not elsewhere classified",HSCT allogeneic MUD stem cells NEC,1/7/2022,,,,,,0
13706-50,1370650,820,"Haematopoietic stem cell transplantation, allogeneic, mismatched related donor [MMRD], bone marrow",HSCT allogeneic MMRD bone marrow,1/7/2022,,,,,,0
13706-51,1370651,820,"Haematopoietic stem cell transplantation, allogeneic, mismatched related donor [MMRD], cord blood",HSCT allogeneic MMRD cord blood,1/7/2022,,,,,,0
13706-52,1370652,820,"Haematopoietic stem cell transplantation, allogeneic, mismatched related donor [MMRD], peripheral blood",HSCT allogeneic MMRD peripheral blood,1/7/2022,,,,,,0
13706-59,1370659,820,"Haematopoietic stem cell transplantation, allogeneic, mismatched related donor [MMRD], stem cells, not elsewhere classified",HSCT allogeneic MMRD stem cells NEC,1/7/2022,,,,,,0
13706-60,1370660,820,"Haematopoietic stem cell transplantation, allogeneic, mismatched unrelated donor [MMUD], bone marrow",HSCT allogeneic MMUD bone marrow,1/7/2022,,,,,,0
13706-61,1370661,820,"Haematopoietic stem cell transplantation, allogeneic, mismatched unrelated donor [MMUD], cord blood",HSCT allogeneic MMUD cord blood,1/7/2022,,,,,,0
13706-62,1370662,820,"Haematopoietic stem cell transplantation, allogeneic, mismatched unrelated donor [MMUD], peripheral blood",HSCT allogeneic MMUD peripheral blood,1/7/2022,,,,,,0
13706-69,1370669,820,"Haematopoietic stem cell transplantation, allogeneic, mismatched unrelated donor [MMUD], stem cells, not elsewhere classified",HSCT allogeneic MMUD stem cells NEC,1/7/2022,,,,,,0
13706-90,1370690,820,"Haematopoietic stem cell transplantation, no documentation of donor type, bone marrow",HSCT no donor type bone marrow,1/7/2022,,,,,,0
13706-91,1370691,820,"Haematopoietic stem cell transplantation, no documentation of donor type, cord blood",HSCT no donor type cord blood,1/7/2022,,,,,,0
13706-92,1370692,820,"Haematopoietic stem cell transplantation, no documentation of donor type, peripheral blood",HSCT no donor type peripheral blood,1/7/2022,,,,,,0
13706-99,1370699,820,"Haematopoietic stem cell transplantation, no documentation of donor type, stem cells, not elsewhere classified",HSCT no donor type stem cells NEC,1/7/2022,,,,,,0
13709-00,1370900,1891,Collection of blood for transfusion,Collection of blood for transfusion,1/7/1998,,,,,,0
13750-00,1375000,1892,Therapeutic plasmapheresis,Therapeutic plasmapheresis,1/7/1998,,,,,,0
13750-01,1375001,1892,Therapeutic leukopheresis,Therapeutic leukopheresis,1/7/1998,,,,,,0
13750-02,1375002,1892,Therapeutic erythropheresis,Therapeutic erythropheresis,1/7/1998,,,,,,0
13750-03,1375003,1892,Therapeutic plateletpheresis,Therapeutic plateletpheresis,1/7/1998,,,,,,0
13750-04,1375004,1892,Apheresis of stem cells,Apheresis of stem cells,1/7/1998,,,,,,0
13750-05,1375005,1892,Apheresis of stem cells with cryopreservation,Apheresis stem cells w cryopreservation,1/7/1998,,,,,,0
13750-06,1375006,1892,Other therapeutic haemapheresis,Other therapeutic haemapheresis,1/7/1998,,,,,,0
13755-00,1375500,1892,Donor haemapheresis,Donor haemapheresis,1/7/1998,,,,,,0
13757-00,1375700,725,Therapeutic venesection,Therapeutic venesection,1/7/1998,,,,,,0
13757-01,1375701,725,Venous cutdown,Venous cutdown,1/7/1998,1/7/2000,,,,,0
13760-00,1376000,1891,In vitro processing of bone marrow or blood for autologous stem cell transplantation,In vitro proces bm bl autologous SCTP,1/7/1998,,,,,,0
13760-01,1376001,1891,In vitro processing of bone marrow or blood for allogeneic stem cell transplantation,In vitro proces bm bl allogeneic SCTP,1/7/2022,,,,,,0
13815-00,1381500,738,Central vein catheterisation,Central vein catheterisation,1/7/1998,,,,,,0
13815-01,1381501,738,Percutaneous central vein catheterisation,Perc central vein catheterisation,1/7/1998,,,,,,0
13818-00,1381800,657,Insertion of right heart balloon catheter for monitoring,Ins R heart balloon catheter for monitor,1/7/1998,,,,,,0
13830-00,1383000,1,Monitoring of intracranial pressure,Monitoring of intracranial pressure,1/7/1998,1/7/2000,,,,,0
13839-00,1383900,1858,Collection of blood for diagnostic purposes,Collection blood for dx purposes,1/7/1998,,,,,,0
13839-01,1383901,1858,Petrosal sampling,Petrosal sampling,1/7/2008,,,,,,0
13839-02,1383902,1858,Adrenal vein sampling,Adrenal vein sampling,1/7/2008,,,,,,0
13842-00,1384200,1858,Intra-arterial cannulation for blood gas analysis,"Intra-arterial cannuln, blood gas anlys",1/7/1998,,,,,,0
13851-00,1385100,1890,Management of circulatory support device,Management circulatory support device,1/7/1998,,,,,,0
13857-00,1385700,569,"Continuous ventilatory support, initiation outside of intensive care unit",Contin ventilatory sup initn outside ICU,1/7/1998,1/7/2008,,,,,0
13879-00,1387900,569,"Continuous ventilatory support, initiation in intensive care unit",Contin ventilatory sup initiation in ICU,1/7/1998,1/7/2008,,,,,0
13882-00,1388200,569,"Management of continuous ventilatory support, 24 hours or less","Mgmt contin ventilatry sup 24 hr / less",1/7/1998,,,,,,0
13882-01,1388201,569,"Management of continuous ventilatory support, more than 24 hours but less than 96 hours",Mgmt contin ventilatry sup > 24 < 96 hr,1/7/1998,,,,,,0
13882-02,1388202,569,"Management of continuous ventilatory support, 96 hours or more",Mgmt contin ventilatory sup >= 96 hours,1/7/1998,,,,,,0
13915-00,1391500,1780,"Chemotherapy, intravenous administration <= 1 hours duration","Chemotherapy, IV admin <=1 hour",1/7/1998,1/7/2004,,,,,0
13918-00,1391800,1780,"Chemotherapy, intravenous administration > 1 hours duration and <= 6 hours duration","Chemotherapy, IV, >1 & <= 6 hr duration",1/7/1998,1/7/2004,,,,,0
13921-00,1392100,1780,"Chemotherapy, intravenous administration > 6 hours duration","Chemotherapy, IV > 6 hours duration",1/7/1998,1/7/2004,,,,,0
13927-00,1392700,1780,"Chemotherapy, intra-arterial administration","Chemotherapy, intra-arterial admin",1/7/1998,1/7/2004,,,,,0
13939-00,1393900,1921,Loading of implantable infusion device or pump,"Loading implantable infusion dev / pump",1/7/1998,1/7/2006,,,,,0
13939-01,1393901,766,Maintenance (alone) of implantable infusion device or pump,"Maintenance implantable infus dev/pump",1/7/2000,1/7/2008,,,,,0
13939-02,1393902,1922,Maintenance (alone) of vascular access device,Maintenance alone vascular access device,1/7/2008,,,,,,0
13942-00,1394200,1921,Loading of ambulatory drug delivery device,Loading ambulatory drug delivery device,1/7/1998,1/7/2006,,,,,0
13942-01,1394201,766,Maintenance (alone) of ambulatory drug delivery device,Maintenance ambulatory drug delivery dev,1/7/2000,1/7/2008,,,,,0
13942-02,1394202,1922,Maintenance (alone) of drug delivery device,Maintenance alone drug delivery device,1/7/2008,,,,,,0
13948-00,1394800,1784,Instillation of cytotoxic agent into bladder,Instill of cytotoxic agent into bladder,1/7/1998,1/7/2004,,,,,0
13948-01,1394801,1784,Instillation of cytotoxic agent into pleural cavity,Instill of cytotoxic into pleura cavity,1/7/1998,1/7/2004,,,,,0
13948-02,1394802,1784,Instillation of cytotoxic agent into peritoneal cavity,Instill cytotoxic into peritoneal cavity,1/7/1998,1/7/2004,,,,,0
13948-03,1394803,1784,Instillation of cytotoxic agent into subarachnoid space,"Instill cytotox agent, subarachnoid spc",1/7/1998,1/7/2004,,,,,0
13948-04,1394804,1784,Instillation of cytotoxic agent into other body cavity,Instill cytotoxic into other body cavity,1/7/1998,1/7/2004,,,,,0
14050-00,1405000,1609,Psoralens and ultraviolet A therapy of other site,Psoralens & UV A therapy of other site,1/7/1998,,,,,,0
14050-01,1405001,1610,Ultraviolet B therapy of other site,Ultraviolet B therapy of other site,1/7/1998,,,,,,0
14050-02,1405002,1610,Narrow band ultraviolet B therapy of other site,"Narrow band UV B therapy, other site",1/7/1998,,,,,,0
14053-00,1405300,1609,Psoralens and ultraviolet A therapy of hand,"Psoralens & ultraviolet A therapy, hand",1/7/1998,,,,,,0
14053-01,1405301,1609,Psoralens and ultraviolet A therapy of foot,"Psoralens & ultraviolet A therapy, foot",1/7/1998,,,,,,0
14053-02,1405302,1609,Psoralens and ultraviolet A therapy of hand and foot,Psoralens & UV A therapy of hand & foot,1/7/1998,,,,,,0
14053-03,1405303,1610,Ultraviolet B therapy of hand,Ultraviolet B therapy of hand,1/7/1998,,,,,,0
14053-04,1405304,1610,Ultraviolet B therapy of foot,Ultraviolet B therapy of foot,1/7/1998,,,,,,0
14053-05,1405305,1610,Ultraviolet B therapy of hand and foot,Ultraviolet B therapy of hand and foot,1/7/1998,,,,,,0
14053-06,1405306,1610,Narrow band ultraviolet B of hand,Narrow band ultraviolet B of hand,1/7/1998,,,,,,0
14053-07,1405307,1610,Narrow band ultraviolet B of foot,Narrow band ultraviolet B of foot,1/7/1998,,,,,,0
14053-08,1405308,1610,Narrow band ultraviolet B of hand and foot,Narrow band ultraviolet B of hand & foot,1/7/1998,,,,,,0
14100-00,1410000,744,"Laser photocoagulation of cutaneous vascular lesion, continuous laser, individual blood vessels",Laser photcoag continuous blood vessels,1/7/1998,,,,,,0
14106-00,1410600,744,"Laser photocoagulation of cutaneous vascular lesion, pulsed laser, extensive area",Laser photcoag pulsed vasc lesion,1/7/1998,,,,,,0
14106-01,1410601,744,"Laser photocoagulation of cutaneous vascular lesions, pulsed laser, extensive area, under general anaesthesia",Laser photcoag pulsed vasc lesions w GA,1/7/1998,1/7/2002,,,,,0
14200-00,1420000,1895,Gastric lavage,Gastric lavage,1/7/1998,,,,,,0
14203-00,1420300,1906,Direct subdermal hormone implantation,Direct subdermal hormone implantation,1/7/1998,,,,,,0
14203-01,1420301,1906,Direct living tissue implantation,Direct living tissue implantation,1/7/1998,,,,,,0
14206-00,1420600,1906,Hormone implantation by cannula,Hormone implantation by cannula,1/7/1998,,,,,,0
14206-01,1420601,1906,Living tissue implantation by cannula,Living tissue implantation by cannula,1/7/1998,,,,,,0
14212-00,1421200,1898,Fluid reduction of intussusception,Fluid reduction of intussusception,1/7/1998,,,,,,0
14212-01,1421201,1898,Gas reduction of intussusception,Gas reduction of intussusception,1/7/1998,,,,,,0
14215-00,1421500,889,Revision of gastric band,Revision of gastric band,1/7/2000,1/7/2013,,,,,0
14215-01,1421501,889,Adjustment of gastric band reservoir,Adjustment of gastric band reservoir,1/7/2013,1/7/2015,,,,,0
14224-00,1422400,1907,"Electroconvulsive therapy [ECT], unspecified laterality, not specified as ultrabrief","Electroconvulsive Rx unsp lat unsp u/b",1/7/2017,,,,,,0
14224-01,1422401,1907,"Electroconvulsive therapy [ECT], unspecified laterality, ultrabrief","Electroconvulsive therapy unsp lat u/b",1/7/2017,,,,,,0
14224-02,1422402,1907,"Electroconvulsive therapy [ECT], unilateral, not specified as ultrabrief","Electroconvulsive therapy uni unsp u/b",1/7/2017,,,,,,0
14224-03,1422403,1907,"Electroconvulsive therapy [ECT], unilateral, ultrabrief","Electroconvulsive therapy uni u/b",1/7/2017,,,,,,0
14224-04,1422404,1907,"Electroconvulsive therapy [ECT], bilateral, not specified as ultrabrief","Electroconvulsive therapy bil unsp u/b",1/7/2017,,,,,,0
14224-05,1422405,1907,"Electroconvulsive therapy [ECT], bilateral, ultrabrief","Electroconvulsive therapy bil u/b",1/7/2017,,,,,,0
14224-06,1422406,1907,Electroconvulsive therapy [ECT] 21 or more treatments,Electroconvulsive therapy 21 or more Rx,1/7/2017,,,,,,0
15000-00,1500000,1786,"Radiation treatment, superficial, 1 field","Radiation treatment superficial, 1 field",1/7/1998,,,,,,0
15003-00,1500300,1786,"Radiation treatment, superficial, 2 or more fields",Radiation Rx superficial >= 2 fields,1/7/1998,,,,,,0
15012-00,1501200,1794,"Brachytherapy, eye","Brachytherapy, eye",1/7/1998,,,,,,0
15012-01,1501201,1794,"Brachytherapy, eye, using scleral plaque","Brachytherapy, eye, using scleral plaque",1/7/1998,1/7/2010,,,,,0
15100-00,1510000,1787,"Radiation treatment, orthovoltage, 1 field","Radiation Rx, orthovoltage, 1 field",1/7/1998,,,,,,0
15103-00,1510300,1787,"Radiation treatment, orthovoltage, 2 or more fields",Radiation Rx orthovoltage >= 2 fields,1/7/1998,,,,,,0
15203-00,1520300,1788,"Radiation treatment, megavoltage, 1 field, single modality linear accelerator",Radiation Rx mgvlt 1fld sgl modlty linac,1/7/1998,1/7/2006,,,,,0
15204-00,1520400,1788,"Radiation treatment, megavoltage, >= 2 fields, single modality linear accelerator",Radiat Rx mgvlt >=2 fld sgl modlty linac,1/7/1998,1/7/2006,,,,,0
15207-00,1520700,1788,"Radiation treatment, megavoltage, 1 field, dual modality linear accelerator",Radiat Rx mgvlt 1field dual modlty linac,1/7/1998,1/7/2006,,,,,0
15208-00,1520800,1788,"Radiation treatment, megavoltage, >= 2 fields, dual modality linear accelerator",Radiat Rx mgvlt >=2fld dual modlty linac,1/7/1998,1/7/2006,,,,,0
15224-00,1522400,1788,"Radiation treatment, megavoltage, 1 field, single modality linear accelerator",Radiation Rx mgvlt 1fld sgl modlty linac,1/7/2006,,,,,,0
15239-00,1523900,1788,"Radiation treatment, megavoltage, 2 or more fields, single modality linear accelerator",Radiat mgvlt >= 2 fld sgl modlty linac,1/7/2006,,,,,,0
15254-00,1525400,1788,"Radiation treatment, megavoltage, 1 field, dual modality linear accelerator",Radiat Rx mgvlt 1field dual modlty linac,1/7/2006,,,,,,0
15269-00,1526900,1788,"Radiation treatment, megavoltage, 2 or more fields, dual modality linear accelerator",Radiat mgvlt >= 2 fld dual modlty linac,1/7/2006,,,,,,0
15303-00,1530300,1790,"Brachytherapy, intrauterine, low dose rate",Brachytherapy IU low dose rate,1/7/1998,,2,,,,0
15304-00,1530400,1790,"Brachytherapy, intrauterine, high dose rate",Brachythrpy intrauterine high dose rate,1/7/1998,,2,,,,0
15311-00,1531100,1790,"Brachytherapy, intravaginal, low dose rate",Brachytherapy intravaginal low dose rate,1/7/1998,,2,,,,0
15312-00,1531200,1790,"Brachytherapy, intravaginal, high dose rate",Brachythrpy intravaginal high dose rate,1/7/1998,,2,,,,0
15319-00,1531900,1790,"Brachytherapy, combined intrauterine and intravaginal, low dose rate",Brachytherapy IU & intravaginal low dose,1/7/1998,,2,,,,0
15320-00,1532000,1790,"Brachytherapy, combined intrauterine and intravaginal, high dose rate",Brachytherapy IU & intravaginal high ds,1/7/1998,,2,,,,0
15327-00,1532700,1792,"Brachytherapy with implantation of removable single plane, low dose rate",Brachythrpy impl remv sgl plane low dose,1/7/1998,,,,,,0
