,, ,,,,,,,,,,,,,,,,
26,Intestines,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Abnormal intestines,",to 1,03.06.00,751.5,,Q43.8,,03.01.09," Position or morphology of thoraco-abdominal organs abnormal,",,,,,,,,,
 ," Caecum right-sided,    ",to 1,03.06.01,nc,,nc,,not relevant,,,,,,,,,,
," Caecum left-sided,    ",to 1,03.06.02,751.5,,Q43.8,,03.01.09," Position or morphology of thoraco-abdominal organs abnormal,",,,,,,,,,
," Intestines malrotated,    ",to 1,03.06.03,751.4,,Q43.3,,03.06.03," Intestines malrotated,    ",,,,,,,,,
," Intestine related congenital anomaly,    ",to 1,03.06.04,751.5,,Q43.8,,03.01.09," Position or morphology of thoraco-abdominal organs abnormal,",,,,,,,,,
, ,,,,,,,,,,,,,,,,,
27,Diaphragm abnormalities and anomalies,,,,, ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Abnormal diaphragm,",to 1 ,03.07.21,756.6,,Q79.0,,03.01.09," Position or morphology of thoraco-abdominal organs abnormal,",,,,,,,,,
," Diaphragm absent,",to 1 ,03.07.22,756.6,,Q79.0,,03.01.09," Position or morphology of thoraco-abdominal organs abnormal,",,,,,,,,,
," Diaphragm absent: right,",to 1 ,03.07.23,756.6,,Q79.0,,03.01.09," Position or morphology of thoraco-abdominal organs abnormal,",,,,,,,,,
," Diaphragm absent: left,",to 1 ,03.07.24,756.6,,Q79.0,,03.01.09," Position or morphology of thoraco-abdominal organs abnormal,",,,,,,,,,
," Diaphragmatic hernia,    ",to 951,03.07.25,553.3,,K44.9,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Diaphragmatic hernia: right-sided,    ",to 951,03.07.26,553.3,,K44.9,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Diaphragmatic hernia: left-sided,    ",to 951,03.07.27,553.3,,K44.9,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Congenital diaphragmatic hernia,    ",to 951,14.03.07,756.6,,Q79.0,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Congenital diaphragmatic hernia: anterior retrosternal (foramen of Morgagni),    ",to 951,03.07.28,756.6,,Q79.0,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Congenital diaphragmatic hernia: posterolateral,    ",to 951,03.07.29,756.6,,Q79.0,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Diaphragmatic hiatal hernia,    ",to 951,03.07.30,750.6,,Q40.1,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Diaphragmatic hiatal hernia: sliding,    ",to 951,03.07.31,750.6,,Q40.1,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Diaphragmatic hiatal hernia: paraoesophageal,    ",to 951,03.07.32,750.6,,Q40.1,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Diaphragmatic hiatal hernia: sliding & paraoesophageal,    ",to 951,03.07.33,750.6,,Q40.1,,14.03.07," Congenital diaphragmatic hernia,    ",,,,,,,,,
," Diaphragm paralysis: congenital,",to 951,16.13.21,519.4,,J98.6,,16.13.20," Diaphragm paralysis,",,,,,,,,,
," Diaphragm paralysis: congenital right-sided,",to 951,16.13.22,519.4,,J98.6,,16.13.20," Diaphragm paralysis,",,,,,,,,,
," Diaphragm paralysis: congenital left-sided,",to 951,16.13.23,519.4,,J98.6,,16.13.20," Diaphragm paralysis,",,,,,,,,,
," Diaphragm eventration,",to 951,16.13.27,519.4,,J98.6,,16.13.20," Diaphragm paralysis,",,,,,,,,,
," Diaphragm eventration: right-sided,",to 951,16.13.28,519.4,,J98.6,,16.13.20," Diaphragm paralysis,",,,,,,,,,
," Diaphragm eventration: left-sided,",to 951,16.13.29,519.4,,J98.6,,16.13.20," Diaphragm paralysis,",,,,,,,,,
," Diaphragm congenital anomaly,    ",to 1 ,03.07.34,756.6,,Q79.0,,03.01.09," Position or morphology of thoraco-abdominal organs abnormal,",,,,,,,,,
, ,,,,,,,,,,,,,,,,,
, ____________________ End of branch ____________________, , ,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,,,,
30,"Atrial arrangement (situs), atrioventricular & ventriculo-arterial connections",, ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Normal atrial arrangement (situs), atrioventricular & ventriculo-arterial connections,  ",to 1,01.03.10, ,, ,,01.03.10," Normal atrial arrangement (situs), atrioventricular & ventriculo-arterial connections,  ",,,,,,,,,
 ,"Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),",to 1,01.03.09,746.9,,Q20.9,,01.03.09,"Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),",,,,,,,,,
," Congenital anomaly of cardiac connections,",to 1,01.03.13,746.9,,Q20.9,,01.03.09,"Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),",,,,,,,,,
," Atrial arrangement (situs), atrioventricular or ventriculo-arterial connections  ",to 31,not relevant,,,,,,,,,,,,,,,
, Functionally univentricular heart variants,to 72,not relevant,,,, ,,,,,,,,,,,
,,,,,,,,, ,,,,,,,,,
31,Atrial arrangement (situs),,,, ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Usual atrial arrangement (atrial situs solitus),   ",to 38,01.03.00, ,, ,,01.03.00," Usual atrial arrangement (atrial situs solitus),   ",,,,,,,,,
," Isomerism of atrial appendages,   ",to 32,01.03.08,746.8,,Q20.6,,01.03.06," Abnormal atrial arrangement,",,,,,,,,,
," Mirror image atrial arrangement (atrial situs inversus),  ",to 38,01.03.01,746.9,,Q89.3,,01.03.06," Abnormal atrial arrangement,",,,,,,,,,
," Isomerism of right atrial appendages,   ",to 32,01.03.02,746.8,,Q20.6,,01.03.06," Abnormal atrial arrangement,",,,,,,,,,
," Isomerism of left atrial appendages,   ",to 32,01.03.03,746.8,,Q20.6,,01.03.06," Abnormal atrial arrangement,",,,,,,,,,
 ," Abnormal atrial arrangement,",to 38,01.03.06,746.9,,Q20.9,,01.03.06," Abnormal atrial arrangement,",,,,,,,,,
," Atrial arrangement (situs) ambiguus (indeterminate),",to 38,01.03.04,746.9,,Q20.9,,01.03.06," Abnormal atrial arrangement,",,,,,,,,,
," Atrial arrangement uncertain,",to 38,01.03.11, ,, ,,not relevant, ,,,,,,,,,
," Atrial arrangement unknown,",to 38,01.03.07,,,,,not relevant,,,,,,,,,,
,no entry,to 38,not relevant,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,
32,Atrioventricular connections for atrial isomerism,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Mixed ('ambiguous') atrioventricular connections (biventricular),   ",to 10,01.04.02,746.8,,Q20.6,,01.03.09,"Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),",,,,,,,,,
, Double inlet atrioventricular connection,to 41,not relevant, ,, ,,,,,,,,,,,,
," Absent atrioventricular connection (single inlet ventricle),",to 10,01.04.21,746.8,,Q20.6,,01.03.09,"Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),",,,,,,,,,
," Absent right-sided atrioventricular connection,  ",to 46,01.04.19,746.1,,Q22.4,,06.01.01," Tricuspid atresia,   ",,,,,,,,,
," Absent right-sided atrioventricular connection (univentricular),  ",to 46,01.04.12,746.1,,Q22.4,,06.01.01," Tricuspid atresia,   ",,,,,,,,,
," Absent left-sided atrioventricular connection,  ",to 47,01.04.20,746.8,,Q23.2,,06.02.01," Mitral atresia,",,,,,,,,,
," Absent left-sided atrioventricular connection (univentricular),  ",to 47,01.04.13,746.8,,Q23.2,,06.02.01," Mitral atresia,",,,,,,,,,
," Absent right-sided atrioventricular connection with straddling valve (uniatrial biventricular), ",to 46,01.04.15,746.1,,Q22.4,,06.01.01," Tricuspid atresia,   ",,,,,,,,,
," Absent left-sided atrioventricular connection with straddling valve (uniatrial biventricular), ",to 47,01.04.16,746.8,,Q23.2,,06.02.01," Mitral atresia,",,,,,,,,,
,no entry,to 10,not relevant,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
38,Atrioventricular connections,,,,,,,,,,,,,,,,,
, ,, ,,,,,,,,,,,,,,,
," Concordant atrioventricular connections,   ",to 10,01.04.00, ,, ,,01.04.00," Concordant atrioventricular connections,   ",,,,,,,,,
," Discordant atrioventricular connections,   ",to 10,01.04.01,746.8,,Q20.5,,01.04.01," Discordant atrioventricular connections,   ",,,,,,,,,
, Double inlet atrioventricular connection,to 41,not relevant, ,, ,,,,,,,,,,,,
," Absent atrioventricular connection (single inlet ventricle),",to 10,01.04.21,746.8,,Q20.6,,01.03.09,"Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),",,,,,,,,,
," Absent right-sided atrioventricular connection,  ",to 46,01.04.19,746.1,,Q22.4,,06.01.26," Tricuspid atresia with absent valvar annulus (connection-junction),",,,,,,,,,
," Absent right-sided atrioventricular connection (univentricular),  ",to 46,01.04.12,746.1,,Q22.4,,06.01.26," Tricuspid atresia with absent valvar annulus (connection-junction),",,,,,,,,,
," Absent left-sided atrioventricular connection,  ",to 47,01.04.20,746.8,,Q23.2,,06.02.26," Mitral atresia with absent valvar annulus (connection-junction),",,,,,,,,,
," Absent left-sided atrioventricular connection (univentricular),  ",to 47,01.04.13,746.8,,Q23.2,,06.02.26," Mitral atresia with absent valvar annulus (connection-junction),",,,,,,,,,
," Absent right-sided atrioventricular connection with straddling valve (uniatrial biventricular), ",to 46,01.04.15,746.1,,Q22.4,,06.01.26," Tricuspid atresia with absent valvar annulus (connection-junction),",,,,,,,,,
," Absent left-sided atrioventricular connection with straddling valve (uniatrial biventricular), ",to 47,01.04.16,746.8,,Q23.2,,06.02.26," Mitral atresia with absent valvar annulus (connection-junction),",,,,,,,,,
," Atrioventricular connection(s) unknown,",to 10,01.04.22,,,,,,,,,,,,,,,
,no entry,to 10,not relevant,,,,, ,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
41,Double inlet atrioventricular connection (double inlet ventricle)   ,, ,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
 ," Double inlet atrioventricular connection (double inlet ventricle),    ",to 42,01.01.14,745.3,,Q20.4,,01.01.14," Double inlet atrioventricular connection (double inlet ventricle),    ",,,,,,,,,
," Double inlet right ventricle,     ",to 42,01.04.03,745.3,,Q20.4,,01.04.03," Double inlet right ventricle,     ",,,,,,,,,
," Double inlet left ventricle,     ",to 42,01.04.04,745.3,,Q20.4,,01.04.04," Double inlet left ventricle,     ",,,,,,,,,
," Double inlet to solitary ventricle of indeterminate morphology,   ",to 42,01.04.05,745.3,,Q20.4,,01.04.05," Double inlet to solitary ventricle of indeterminate morphology,   ",,,,,,,,,
, Common atrioventricular valvar abnormalities in double inlet ventricle,to 180,not relevant,,,,,,,,,,,,,,,
, Right and left atrioventricular valvar abnormalities in double inlet ventricle,to 200,not relevant,,,,,,,,,,,,,,,
, ,,,,,,,, ,,,,,,,,,
42 @,Mode of atrioventricular connection in double inlet ventricle,,,,,, ,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
," Two atrioventricular valves in double inlet ventricle,   ",to 10,01.06.01, ,, ,,not relevant,,,,,,,,,,
," Common atrioventricular orifice in double inlet ventricle,   ",to 10,01.06.02, ,, ,,06.07.26," Atrioventricular septal defect (AVSD) with ventricular imbalance,",,,,,,,,,
," Mode of atrioventricular connection unknown in double inlet ventricle,",to 10,01.04.23,,,,,,,,,,,,,,,
,no entry,to 10,not relevant,,,,,,,,,,,,,,,
, ,,,,,,, ,,,,,,,,,,
46 @,Absent right-sided atrioventricular connection (univentricular),,,,,,,, ,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Left-sided atrium to left ventricle,    ",to 10,01.04.06, ,, ,,not relevant,,,,,,,,,,
," Left-sided atrium to right ventricle,    ",to 10,01.04.07,746.9,,Q20.8,,not relevant,,,,,,,,,,
," Left-sided atrium to both ventricles,   ",to 10,01.04.17,746.9,,Q20.8,,not relevant,,,,,,,,,,
," Left-sided atrium to ventricle of indeterminate morphology,  ",to 10,01.04.08,746.9,,Q20.8,,not relevant,,,,,,,,,,
,no entry,to 10,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
47 @,Absent left-sided atrioventricular connection (univentricular),,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
," Right-sided atrium to right ventricle,    ",to 10,01.04.09, ,, ,,not relevant,,,,,,,,,,
," Right-sided atrium to left ventricle,    ",to 10,01.04.10,746.9,,Q20.8,,not relevant,,,,,,,,,,
," Right-sided atrium to both ventricles,   ",to 10,01.04.18,746.9,,Q20.8,,not relevant,,,,,,,,,,
," Right-sided atrium to ventricle of indeterminate morphology,  ",to 10,01.04.11,746.9,,Q20.8,,not relevant,,,,,,,,,,
,no entry,to 10,not relevant,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
50,Ventriculo-arterial connections,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Concordant ventriculo-arterial connections,    ",to 65,01.05.00, ,, ,,01.05.00," Concordant ventriculo-arterial connections,    ",,,,,,,,,
," Concordant ventriculo-arterial connections with parallel great arteries (anatomically corrected malposition),    ",to 54,01.05.10,746.9,,Q20.8,,01.05.10," Concordant ventriculo-arterial connections with parallel great arteries (anatomically corrected malposition),    ",,,,,,,,,
," Transposition of great arteries (discordant ventriculo-arterial connections) (TGA),  ",to 65,01.05.01,745.1,,Q20.3,,01.05.01,"Transposition of great arteries (discordant ventriculo-arterial connections) (TGA),  ",,,,,,,,,
, Double outlet ventriculo-arterial connections,to 51,not relevant,,,,,,,,,,,,,,,
, Single outlet ventriculo-arterial connection     ,to 55,not relevant,,,,,,,,,,,,,,,
," Ventriculo-arterial connection(s) unknown or unspecified,",to 65,01.05.17,,,,,not relevant,,,,,,,,,,
,no entry,to 65,not relevant,,,,,, ,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
51,Double outlet ventriculo-arterial connections,,,,, , ,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
 ," Double outlet right ventricle,   ",to 54,01.01.04,746.8,,Q20.1,,01.01.04," Double outlet right ventricle,   ",,,,,,,,,
," Double outlet right ventricle with subaortic or doubly committed ventricular septal defect and pulmonary stenosis, Fallot type,",to 54,01.01.17,746.8,,Q20.1,,01.01.17," Double outlet right ventricle with subaortic or doubly committed ventricular septal defect and pulmonary stenosis, Fallot type,",,,,,,,,,
," Double outlet right ventricle with subpulmonary ventricular septal defect, transposition type,",to 54,01.01.18,746.8,,Q20.1,,01.01.18," Double outlet right ventricle with subpulmonary ventricular septal defect, transposition type,",,,,,,,,,
," Double outlet right ventricle with subaortic or doubly committed ventricular septal defect without pulmonary stenosis, ventricular septal defect type,",to 54,01.01.40,746.8,,Q20.1,,01.01.40," Double outlet right ventricle with subaortic or doubly committed ventricular septal defect without pulmonary stenosis, ventricular septal defect type,",,,,,,,,,
," Double outlet right ventricle with subaortic ventricular septal defect,",to 54,01.01.41,746.8,,Q20.1,,01.01.04," Double outlet right ventricle,   ",,,,,,,,,
," Double outlet right ventricle with non-committed ventricular septal defect,",to 54,01.01.19,746.8,,Q20.1,,01.01.19," Double outlet right ventricle with non-committed ventricular septal defect,",,,,,,,,,
," Double outlet right ventricle with doubly committed ventricular septal defect,",to 54,01.01.23,746.8,,Q20.1,,01.01.04," Double outlet right ventricle,   ",,,,,,,,,
," Double outlet right ventricle with intact ventricular septum,",to 54,01.01.24,746.8,,Q20.1,,01.01.24," Double outlet right ventricle with intact ventricular septum,",,,,,,,,,
," Double outlet left ventricle,    ",to 54,01.05.03,746.8,,Q20.2,,01.05.03," Double outlet left ventricle,    ",,,,,,,,,
," Double outlet from ventricle of indeterminate morphology,  ",to 54,01.05.04,746.9,,Q20.8,,01.03.09,"Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),",,,,,,,,,
," Double outlet ventriculo-arterial connections,",to 54,01.01.50,746.9,,Q20.8,,01.03.09,"Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),",,,,,,,,,
," Double outlet right ventricle related abnormality,   ",to 1,01.05.02,746.8,,Q20.1,,01.01.39," Cardiac abnormality,",,,,,,,,,
, Interventricular connection in double outlet ventriculo-arterial connection,to 297,not relevant,,, ,,,,,,,,,,,,
, Atrioventricular valvar and subvalvar characteristics,to 150,not relevant,,,,,,,,,,,,,,,
, Infundibular (conus) morphology,to 286,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
54 @,Mitral valve - arterial valve continuity-discontinuity,,, , ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Mitral valve - aortic valve continuity,   ",to 67,02.05.01, ,, ,,not relevant,,,,,,,,,,
," Mitral valve - pulmonary valve continuity,   ",to 67,02.05.02, ,, ,,not relevant,,,,,,,,,,
," Mitral valve - aortic valve discontinuity,   ",to 67,02.05.03, ,, ,,not relevant,,,,,,,,,,
," Mitral valve - pulmonary valve discontinuity,   ",to 67,02.05.04, ,, ,,not relevant,,,,,,,,,,
," Mitral valve - arterial valve relationship unknown,",to 67,02.05.05,,,,,not relevant,,,,,,,,,,
,no entry,to 67,not relevant,,,,,,,,,,,,,,,
,,, , ,,, ,,,,,,,,,,,
55,Type of single outlet ventriculo-arterial connection,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
 ," Common arterial trunk (truncus arteriosus),    ",to 58,09.01.01,745.0,,Q20.0,,09.01.01,"Common arterial trunk (truncus arteriosus),",,,,,,,,,
," Single outlet ventriculo-arterial connection via aorta (pulmonary atresia),    ",to 58,01.05.32,745.2,,Q21.3,,01.01.06,"Pulmonary atresia + ventricular septal defect (VSD) (including Fallot type),",,,,,,,,,
," Single outlet ventriculo-arterial connection via pulmonary trunk (aortic atresia),   ",to 58,01.05.33,746.7,,Q23.4,,09.15.03," Aortic atresia,   ",,,,,,,,,
," Solitary arterial trunk (absent intrapericardial pulmonary arteries),  ",to 58,09.07.26,745.2,,Q25.7,,09.07.26,"Solitary arterial trunk (absent intrapericardial pulmonary arteries),  ",,,,,,,,,
," Single outlet ventriculo-arterial connection,",to 58,01.01.51,746.9,,Q20.8,,01.03.09,"Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),",,,,,,,,,
, ,,,,,,,,,,,,,,,,,
58 @,Ventricular commitment of single ventriculo-arterial outlet artery,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Single ventricular outlet above both ventricles,  ",to 1,01.05.41, ,, ,,not relevant, ,,,,,,,,,
," Single ventricular outlet above right ventricle,   ",to 1,01.05.42, ,, ,,not relevant,,,,,,,,,,
," Single ventricular outlet above left ventricle,   ",to 1,01.05.43, ,, ,,not relevant,,,,,,,,,,
," Single ventricular outlet above ventricle of indeterminate morphology, ",to 1,01.05.44, ,, ,,not relevant,,,,,,,,,,
," Single ventricular outlet,   ",to 1,01.05.45, ,, ,,not relevant,,,,,,,,,,
," Ventricular commitment of ventriculo-arterial artery unknown or unspecified,",to 1,01.05.46,,,,,not relevant,,,,,,,,,,
, Subtypes of common arterial trunk,to 310,not relevant,,,,,,,,,,,,,,,
,no entry,to 1,not relevant,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
, ____________________ End of branch ____________________,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
60,Cardiac & great vessel topology and relationships,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
, Ventricular topology    ,to 61,not relevant,,,,,,,,,,,,,,,
, Crisscross heart    ,to 63,not relevant,,,,,,,,,,,,,,,
, Relationship of right ventricle with respect to left ventricle   ,to 64,not relevant,,,,,,,,,,,,,,,
, Relationship of aortic root with respect to pulmonary root,to 65,not relevant,,,,,,,,,,,,,,,
, Relationships of great vessels     ,to 66,not relevant,,,,,,,,,,,,,,,
, Mitral valve - arterial valve continuity-discontinuity,to 54,not relevant,,,,,,,,,,,,,,,
, Tricuspid annulus to pulmonary 'annulus' distance - qualifiers,to 67,not relevant,,,,,,,,,,,,,,,
," Abnormal position or relationship of great vessels,",to 1,02.07.04,747.2,,Q25.9,,02.07.04,"Abnormal position or relationship of great vessels,",,,,,,,,,
,,,,,,,,,,,,,,,,,,
61,Ventricular topology,, ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,"Right hand pattern ventricular topology (D loop),   ",to 64,02.03.01, ,, ,,02.03.01,"Right hand pattern ventricular topology (D loop),   ",,,,,,,,,
 ,"Left hand pattern ventricular topology (L loop),   ",to 64,02.03.02, ,, ,,02.03.02,"Left hand pattern ventricular topology (L loop),   ",,,,,,,,,
," True solitary single ventricle,",to 1,02.03.07,745.3,,Q20.4,,02.03.05,"Solitary ventricle of indeterminate morphology,",,,,,,,,,
," Solitary ventricle of indeterminate morphology,",to 1,02.03.05,745.3,,Q20.4,,02.03.05,"Solitary ventricle of indeterminate morphology,",,,,,,,,,
," True solitary single ventricle of right ventricular morphology,",to 1,02.03.08,745.3,,Q20.4,,02.03.05,"Solitary ventricle of indeterminate morphology,",,,,,,,,,
," True solitary single ventricle of left ventricular morphology,",to 1,02.03.09,745.3,,Q20.4,,02.03.05,"Solitary ventricle of indeterminate morphology,",,,,,,,,,
 ," Ventricular topology anomaly,   ",to 64,02.03.04, ,, ,,not relevant,,,,,,,,,,
," Ventricular topology pattern not determinable (segmental nomenclature letter 2: 'X'),",to 64,02.03.06,,,,,not relevant,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
