"section","section_name","go_to","ipccc_name","ipccc_code","epcc_code","epcc_name","icd_10","icd_10_additional","icd_9","icd_9_additional"
"25","Stomach","to 1","Stomach left-sided,","03.05.01","not relevant",,"nc",,"nc",
"25","Stomach","to 1","Stomach right-sided,","03.05.02","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q40.2",,"750.7",
"25","Stomach","to 1","Stomach centrally situated,","03.05.03","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q40.2",,"750.7",
"25","Stomach","to 1","Stomach related congenital anomaly,","03.05.04","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q40.3",,"750.7",
"26","Intestines","to 1","Abnormal intestines,","03.06.00","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q43.8",,"751.5",
"26","Intestines","to 1","Caecum right-sided,","03.06.01","not relevant",,"nc",,"nc",
"26","Intestines","to 1","Caecum left-sided,","03.06.02","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q43.8",,"751.5",
"26","Intestines","to 1","Intestines malrotated,","03.06.03","03.06.03","Intestines malrotated,","Q43.3",,"751.4",
"26","Intestines","to 1","Intestine related congenital anomaly,","03.06.04","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q43.8",,"751.5",
"27","Diaphragm abnormalities and anomalies","to 1","Abnormal diaphragm,","03.07.21","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q79.0",,"756.6",
"27","Diaphragm abnormalities and anomalies","to 1","Diaphragm absent,","03.07.22","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q79.0",,"756.6",
"27","Diaphragm abnormalities and anomalies","to 1","Diaphragm absent: right,","03.07.23","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q79.0",,"756.6",
"27","Diaphragm abnormalities and anomalies","to 1","Diaphragm absent: left,","03.07.24","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q79.0",,"756.6",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragmatic hernia,","03.07.25","14.03.07","Congenital diaphragmatic hernia,","K44.9",,"553.29999999999995",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragmatic hernia: right-sided,","03.07.26","14.03.07","Congenital diaphragmatic hernia,","K44.9",,"553.29999999999995",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragmatic hernia: left-sided,","03.07.27","14.03.07","Congenital diaphragmatic hernia,","K44.9",,"553.29999999999995",
"27","Diaphragm abnormalities and anomalies","to 951","Congenital diaphragmatic hernia,","14.03.07","14.03.07","Congenital diaphragmatic hernia,","Q79.0",,"756.6",
"27","Diaphragm abnormalities and anomalies","to 951","Congenital diaphragmatic hernia: anterior retrosternal (foramen of Morgagni),","03.07.28","14.03.07","Congenital diaphragmatic hernia,","Q79.0",,"756.6",
"27","Diaphragm abnormalities and anomalies","to 951","Congenital diaphragmatic hernia: posterolateral,","03.07.29","14.03.07","Congenital diaphragmatic hernia,","Q79.0",,"756.6",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragmatic hiatal hernia,","03.07.30","14.03.07","Congenital diaphragmatic hernia,","Q40.1",,"750.6",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragmatic hiatal hernia: sliding,","03.07.31","14.03.07","Congenital diaphragmatic hernia,","Q40.1",,"750.6",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragmatic hiatal hernia: paraoesophageal,","03.07.32","14.03.07","Congenital diaphragmatic hernia,","Q40.1",,"750.6",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragmatic hiatal hernia: sliding & paraoesophageal,","03.07.33","14.03.07","Congenital diaphragmatic hernia,","Q40.1",,"750.6",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragm paralysis: congenital,","16.13.21","16.13.20","Diaphragm paralysis,","J98.6",,"519.4",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragm paralysis: congenital right-sided,","16.13.22","16.13.20","Diaphragm paralysis,","J98.6",,"519.4",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragm paralysis: congenital left-sided,","16.13.23","16.13.20","Diaphragm paralysis,","J98.6",,"519.4",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragm eventration,","16.13.27","16.13.20","Diaphragm paralysis,","J98.6",,"519.4",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragm eventration: right-sided,","16.13.28","16.13.20","Diaphragm paralysis,","J98.6",,"519.4",
"27","Diaphragm abnormalities and anomalies","to 951","Diaphragm eventration: left-sided,","16.13.29","16.13.20","Diaphragm paralysis,","J98.6",,"519.4",
"27","Diaphragm abnormalities and anomalies","to 1","Diaphragm congenital anomaly,","03.07.34","03.01.09","Position or morphology of thoraco-abdominal organs abnormal,","Q79.0",,"756.6",
"30","Atrial arrangement (situs), atrioventricular & ventriculo-arterial connections","to 1","Normal atrial arrangement (situs), atrioventricular & ventriculo-arterial connections,","01.03.10","01.03.10","Normal atrial arrangement (situs), atrioventricular & ventriculo-arterial connections,",,,,
"30","Atrial arrangement (situs), atrioventricular & ventriculo-arterial connections","to 1","Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),","01.03.09","01.03.09","Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),","Q20.9",,"746.9",
"30","Atrial arrangement (situs), atrioventricular & ventriculo-arterial connections","to 1","Congenital anomaly of cardiac connections,","01.03.13","01.03.09","Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),","Q20.9",,"746.9",
"30","Atrial arrangement (situs), atrioventricular & ventriculo-arterial connections","to 31","Atrial arrangement (situs), atrioventricular or ventriculo-arterial connections","not relevant",,,,,,
"30","Atrial arrangement (situs), atrioventricular & ventriculo-arterial connections","to 72","Functionally univentricular heart variants","not relevant",,,,,,
"31","Atrial arrangement (situs)","to 38","Usual atrial arrangement (atrial situs solitus),","01.03.00","01.03.00","Usual atrial arrangement (atrial situs solitus),",,,,
"31","Atrial arrangement (situs)","to 32","Isomerism of atrial appendages,","01.03.08","01.03.06","Abnormal atrial arrangement,","Q20.6",,"746.8",
"31","Atrial arrangement (situs)","to 38","Mirror image atrial arrangement (atrial situs inversus),","01.03.01","01.03.06","Abnormal atrial arrangement,","Q89.3",,"746.9",
"31","Atrial arrangement (situs)","to 32","Isomerism of right atrial appendages,","01.03.02","01.03.06","Abnormal atrial arrangement,","Q20.6",,"746.8",
"31","Atrial arrangement (situs)","to 32","Isomerism of left atrial appendages,","01.03.03","01.03.06","Abnormal atrial arrangement,","Q20.6",,"746.8",
"31","Atrial arrangement (situs)","to 38","Abnormal atrial arrangement,","01.03.06","01.03.06","Abnormal atrial arrangement,","Q20.9",,"746.9",
"31","Atrial arrangement (situs)","to 38","Atrial arrangement (situs) ambiguus (indeterminate),","01.03.04","01.03.06","Abnormal atrial arrangement,","Q20.9",,"746.9",
"31","Atrial arrangement (situs)","to 38","Atrial arrangement uncertain,","01.03.11","not relevant",,,,,
"31","Atrial arrangement (situs)","to 38","Atrial arrangement unknown,","01.03.07","not relevant",,,,,
"31","Atrial arrangement (situs)","to 38","no entry","not relevant",,,,,,
"32","Atrioventricular connections for atrial isomerism","to 10","Mixed ('ambiguous') atrioventricular connections (biventricular),","01.04.02","01.03.09","Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),","Q20.6",,"746.8",
"32","Atrioventricular connections for atrial isomerism","to 41","Double inlet atrioventricular connection","not relevant",,,,,,
"32","Atrioventricular connections for atrial isomerism","to 10","Absent atrioventricular connection (single inlet ventricle),","01.04.21","01.03.09","Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),","Q20.6",,"746.8",
"32","Atrioventricular connections for atrial isomerism","to 46","Absent right-sided atrioventricular connection,","01.04.19","06.01.01","Tricuspid atresia,","Q22.4",,"746.1",
"32","Atrioventricular connections for atrial isomerism","to 46","Absent right-sided atrioventricular connection (univentricular),","01.04.12","06.01.01","Tricuspid atresia,","Q22.4",,"746.1",
"32","Atrioventricular connections for atrial isomerism","to 47","Absent left-sided atrioventricular connection,","01.04.20","06.02.01","Mitral atresia,","Q23.2",,"746.8",
"32","Atrioventricular connections for atrial isomerism","to 47","Absent left-sided atrioventricular connection (univentricular),","01.04.13","06.02.01","Mitral atresia,","Q23.2",,"746.8",
"32","Atrioventricular connections for atrial isomerism","to 46","Absent right-sided atrioventricular connection with straddling valve (uniatrial biventricular),","01.04.15","06.01.01","Tricuspid atresia,","Q22.4",,"746.1",
"32","Atrioventricular connections for atrial isomerism","to 47","Absent left-sided atrioventricular connection with straddling valve (uniatrial biventricular),","01.04.16","06.02.01","Mitral atresia,","Q23.2",,"746.8",
"32","Atrioventricular connections for atrial isomerism","to 10","no entry","not relevant",,,,,,
"38","Atrioventricular connections","to 10","Concordant atrioventricular connections,","01.04.00","01.04.00","Concordant atrioventricular connections,",,,,
"38","Atrioventricular connections","to 10","Discordant atrioventricular connections,","01.04.01","01.04.01","Discordant atrioventricular connections,","Q20.5",,"746.8",
"38","Atrioventricular connections","to 41","Double inlet atrioventricular connection","not relevant",,,,,,
"38","Atrioventricular connections","to 10","Absent atrioventricular connection (single inlet ventricle),","01.04.21","01.03.09","Congenital anomaly of an atrioventricular and-or ventriculo-arterial connection(s),","Q20.6",,"746.8",
"38","Atrioventricular connections","to 46","Absent right-sided atrioventricular connection,","01.04.19","06.01.26","Tricuspid atresia with absent valvar annulus (connection-junction),","Q22.4",,"746.1",
"38","Atrioventricular connections","to 46","Absent right-sided atrioventricular connection (univentricular),","01.04.12","06.01.26","Tricuspid atresia with absent valvar annulus (connection-junction),","Q22.4",,"746.1",
"38","Atrioventricular connections","to 47","Absent left-sided atrioventricular connection,","01.04.20","06.02.26","Mitral atresia with absent valvar annulus (connection-junction),","Q23.2",,"746.8",
"38","Atrioventricular connections","to 47","Absent left-sided atrioventricular connection (univentricular),","01.04.13","06.02.26","Mitral atresia with absent valvar annulus (connection-junction),","Q23.2",,"746.8",
"38","Atrioventricular connections","to 46","Absent right-sided atrioventricular connection with straddling valve (uniatrial biventricular),","01.04.15","06.01.26","Tricuspid atresia with absent valvar annulus (connection-junction),","Q22.4",,"746.1",
"38","Atrioventricular connections","to 47","Absent left-sided atrioventricular connection with straddling valve (uniatrial biventricular),","01.04.16","06.02.26","Mitral atresia with absent valvar annulus (connection-junction),","Q23.2",,"746.8",
"38","Atrioventricular connections","to 10","Atrioventricular connection(s) unknown,","01.04.22",,,,,,
"38","Atrioventricular connections","to 10","no entry","not relevant",,,,,,
"41","Double inlet atrioventricular connection (double inlet ventricle)","to 42","Double inlet atrioventricular connection (double inlet ventricle),","01.01.14","01.01.14","Double inlet atrioventricular connection (double inlet ventricle),","Q20.4",,"745.3",
"41","Double inlet atrioventricular connection (double inlet ventricle)","to 42","Double inlet right ventricle,","01.04.03","01.04.03","Double inlet right ventricle,","Q20.4",,"745.3",
"41","Double inlet atrioventricular connection (double inlet ventricle)","to 42","Double inlet left ventricle,","01.04.04","01.04.04","Double inlet left ventricle,","Q20.4",,"745.3",
"41","Double inlet atrioventricular connection (double inlet ventricle)","to 42","Double inlet to solitary ventricle of indeterminate morphology,","01.04.05","01.04.05","Double inlet to solitary ventricle of indeterminate morphology,","Q20.4",,"745.3",
"41","Double inlet atrioventricular connection (double inlet ventricle)","to 180","Common atrioventricular valvar abnormalities in double inlet ventricle","not relevant",,,,,,
"41","Double inlet atrioventricular connection (double inlet ventricle)","to 200","Right and left atrioventricular valvar abnormalities in double inlet ventricle","not relevant",,,,,,
"42 @","Mode of atrioventricular connection in double inlet ventricle","to 10","Two atrioventricular valves in double inlet ventricle,","01.06.01","not relevant",,,,,
"42 @","Mode of atrioventricular connection in double inlet ventricle","to 10","Common atrioventricular orifice in double inlet ventricle,","01.06.02","06.07.26","Atrioventricular septal defect (AVSD) with ventricular imbalance,",,,,
"42 @","Mode of atrioventricular connection in double inlet ventricle","to 10","Mode of atrioventricular connection unknown in double inlet ventricle,","01.04.23",,,,,,
"42 @","Mode of atrioventricular connection in double inlet ventricle","to 10","no entry","not relevant",,,,,,
"46 @","Absent right-sided atrioventricular connection (univentricular)","to 10","Left-sided atrium to left ventricle,","01.04.06","not relevant",,,,,
"46 @","Absent right-sided atrioventricular connection (univentricular)","to 10","Left-sided atrium to right ventricle,","01.04.07","not relevant",,"Q20.8",,"746.9",
"46 @","Absent right-sided atrioventricular connection (univentricular)","to 10","Left-sided atrium to both ventricles,","01.04.17","not relevant",,"Q20.8",,"746.9",
"46 @","Absent right-sided atrioventricular connection (univentricular)","to 10","Left-sided atrium to ventricle of indeterminate morphology,","01.04.08","not relevant",,"Q20.8",,"746.9",
"46 @","Absent right-sided atrioventricular connection (univentricular)","to 10","no entry","not relevant",,,,,,
"47 @","Absent left-sided atrioventricular connection (univentricular)","to 10","Right-sided atrium to right ventricle,","01.04.09","not relevant",,,,,
